Product ID,N_Extracción,Datos
10,Extracción 0,"['2023/05/14 18:06:07', '962.00']"
10,Extracción 1,"['2023/05/14 18:06:07', '962.00']"
10,Extracción 2,"['2023/05/15 12:18:07', '962.00']"
10,Extracción 3,"['2023/05/15 20:42:07', '962.00']"
10,Extracción 4,"['2023/05/16 15:01:56', '999.00']"
10,Extracción 5,"['2023/05/17 00:03:51', '849.15']"
10,Extracción 6,"['2023/05/17 09:51:51', '849.15']"
10,Extracción 7,"['2023/05/18 04:03:51', '849.15']"
10,Extracción 8,"['2023/05/18 12:27:51', '849.15']"
10,Extracción 9,"['2023/05/18 20:50:51', '959.00']"
10,Extracción 10,"['2023/05/19 15:02:51', '959.00']"
10,Extracción 11,"['2023/05/20 00:50:51', '959.00']"
10,Extracción 12,"['2023/05/20 09:14:51', '959.00']"
10,Extracción 13,"['2023/05/21 03:26:51', '959.00']"
10,Extracción 14,"['2023/05/21 11:50:51', '959.00']"
10,Extracción 15,"['2023/05/21 21:38:51', '959.00']"
10,Extracción 16,"['2023/05/22 15:50:51', '959.00']"
10,Extracción 17,"['2023/05/23 00:14:51', '959.00']"
10,Extracción 18,"['2023/05/23 10:02:51', '959.00']"
10,Extracción 19,"['2023/05/24 02:50:51', '959.00']"
10,Extracción 20,"['2023/05/24 02:50:51', '959.00']"
10,Extracción 21,"['2023/05/24 21:02:51', '959.00']"
10,Extracción 22,"['2023/05/25 06:50:51', '959.00']"
10,Extracción 23,"['2023/05/25 15:14:51', '959.00']"
10,Extracción 24,"['2023/05/26 09:26:51', '959.00']"
10,Extracción 25,"['2023/05/26 17:50:51', '959.00']"
10,Extracción 26,"['2023/05/27 03:38:51', '959.00']"
10,Extracción 27,"['2023/05/27 21:50:51', '959.00']"
10,Extracción 28,"['2023/05/28 06:14:51', '959.00']"
10,Extracción 29,"['2023/05/28 15:00:49', '1049.00']"
10,Extracción 30,"['2023/05/29 09:12:11', '866.94']"
10,Extracción 31,"['2023/05/29 19:00:11', '866.94']"
10,Extracción 32,"['2023/05/30 03:24:11', '866.94']"
10,Extracción 33,"['2023/05/30 21:45:21', '866.00']"
10,Extracción 34,"['2023/05/31 06:09:21', '866.00']"
10,Extracción 35,"['2023/05/31 15:57:21', '866.00']"
10,Extracción 36,"['2023/06/01 08:45:21', '866.00']"
10,Extracción 37,"['2023/06/01 17:50:36', '999.00']"
10,Extracción 38,"['2023/06/02 03:38:36', '999.00']"
10,Extracción 39,"['2023/06/02 21:50:36', '999.00']"
10,Extracción 40,"['2023/06/02 21:50:36', '999.00']"
10,Extracción 41,"['2023/06/03 16:02:36', '999.00']"
10,Extracción 42,"['2023/06/04 00:26:36', '999.00']"
10,Extracción 43,"['2023/06/04 08:50:36', '999.00']"
10,Extracción 44,"['2023/06/05 03:02:36', '999.00']"
10,Extracción 45,"['2023/06/05 12:50:36', '999.00']"
10,Extracción 46,"['2023/06/05 21:14:36', '999.00']"
10,Extracción 47,"['2023/06/06 15:29:31', '1049.00']"
10,Extracción 48,"['2023/06/06 23:53:31', '1049.00']"
10,Extracción 49,"['2023/06/07 09:41:31', '1049.00']"
10,Extracción 50,"['2023/06/08 04:01:17', '899.00']"
10,Extracción 51,"['2023/06/08 12:25:17', '899.00']"
10,Extracción 52,"['2023/06/08 20:49:17', '899.00']"
10,Extracción 53,"['2023/06/09 15:01:17', '899.00']"
10,Extracción 54,"['2023/06/10 00:49:17', '899.00']"
10,Extracción 55,"['2023/06/10 09:13:17', '899.00']"
10,Extracción 56,"['2023/06/11 03:25:17', '899.00']"
10,Extracción 57,"['2023/06/11 11:49:17', '899.00']"
10,Extracción 58,"['2023/06/11 21:37:17', '899.00']"
10,Extracción 59,"['2023/06/12 15:49:17', '899.00']"
10,Extracción 60,"['2023/06/12 15:49:17', '899.00']"
10,Extracción 61,"['2023/06/13 10:01:17', '899.00']"
10,Extracción 62,"['2023/06/13 18:25:17', '899.00']"
10,Extracción 63,"['2023/06/14 02:49:17', '899.00']"
10,Extracción 64,"['2023/06/14 21:01:17', '899.00']"
10,Extracción 65,"['2023/06/15 06:49:17', '899.00']"
10,Extracción 66,"['2023/06/15 15:13:17', '899.00']"
10,Extracción 67,"['2023/06/16 09:25:17', '899.00']"
10,Extracción 68,"['2023/06/16 19:13:17', '899.00']"
10,Extracción 69,"['2023/06/17 03:37:17', '899.00']"
10,Extracción 70,"['2023/06/17 21:49:17', '899.00']"
10,Extracción 71,"['2023/06/18 06:13:17', '899.00']"
10,Extracción 72,"['2023/06/18 16:01:17', '899.00']"
10,Extracción 73,"['2023/06/19 10:13:17', '899.00']"
10,Extracción 74,"['2023/06/19 18:37:17', '899.00']"
10,Extracción 75,"['2023/06/20 03:01:17', '899.00']"
10,Extracción 76,"['2023/06/20 21:13:17', '899.00']"
10,Extracción 77,"['2023/06/21 07:01:17', '899.00']"
10,Extracción 78,"['2023/06/21 15:25:17', '899.00']"
10,Extracción 79,"['2023/06/22 09:37:17', '899.00']"
10,Extracción 80,"['2023/06/22 09:37:17', '899.00']"
10,Extracción 81,"['2023/06/23 03:49:17', '899.00']"
10,Extracción 82,"['2023/06/23 12:13:17', '899.00']"
10,Extracción 83,"['2023/06/23 22:01:17', '899.00']"
10,Extracción 84,"['2023/06/24 16:13:17', '899.00']"
10,Extracción 85,"['2023/06/25 00:37:17', '899.00']"
10,Extracción 86,"['2023/06/25 09:01:17', '899.00']"
10,Extracción 87,"['2023/06/26 03:13:17', '899.00']"
10,Extracción 88,"['2023/06/26 13:01:17', '899.00']"
10,Extracción 89,"['2023/06/26 21:25:17', '899.00']"
10,Extracción 90,"['2023/06/27 15:37:17', '899.00']"
10,Extracción 91,"['2023/06/28 00:01:17', '899.00']"
10,Extracción 92,"['2023/06/28 09:49:17', '899.00']"
10,Extracción 93,"['2023/06/29 04:01:17', '899.00']"
10,Extracción 94,"['2023/06/29 12:25:17', '899.00']"
10,Extracción 95,"['2023/06/29 22:13:17', '899.00']"
10,Extracción 96,"['2023/06/30 15:01:17', '899.00']"
10,Extracción 97,"['2023/07/01 00:49:17', '899.00']"
10,Extracción 98,"['2023/07/01 09:13:17', '899.00']"
10,Extracción 99,"['2023/07/02 03:25:17', '899.00']"
10,Extracción 100,"['2023/07/02 03:25:17', '899.00']"
10,Extracción 101,"['2023/07/02 21:37:17', '899.00']"
10,Extracción 102,"['2023/07/03 06:01:17', '899.00']"
10,Extracción 103,"['2023/07/03 16:06:04', '1049.00']"
10,Extracción 104,"['2023/07/04 09:06:03', '899.00']"
10,Extracción 105,"['2023/07/04 18:54:03', '899.00']"
10,Extracción 106,"['2023/07/05 03:18:03', '899.00']"
10,Extracción 107,"['2023/07/05 21:30:03', '899.00']"
10,Extracción 108,"['2023/07/06 07:18:03', '899.00']"
10,Extracción 109,"['2023/07/06 15:42:03', '899.00']"
10,Extracción 110,"['2023/07/07 09:10:03', '999.00']"
10,Extracción 111,"['2023/07/07 18:58:03', '999.00']"
10,Extracción 112,"['2023/07/08 03:22:03', '999.00']"
10,Extracción 113,"['2023/07/08 21:34:03', '999.00']"
10,Extracción 114,"['2023/07/09 05:58:03', '999.00']"
10,Extracción 115,"['2023/07/09 15:46:03', '999.00']"
10,Extracción 116,"['2023/07/10 09:58:03', '999.00']"
10,Extracción 117,"['2023/07/10 18:22:03', '999.00']"
10,Extracción 118,"['2023/07/11 04:10:03', '999.00']"
10,Extracción 119,"['2023/07/11 22:19:13', '999.00']"
10,Extracción 120,"['2023/07/11 22:19:13', '999.00']"
10,Extracción 121,"['2023/07/12 15:07:13', '999.00']"
10,Extracción 122,"['2023/07/13 00:55:13', '999.00']"
10,Extracción 123,"['2023/07/13 09:48:55', '899.00']"
10,Extracción 124,"['2023/07/14 04:00:55', '899.00']"
10,Extracción 125,"['2023/07/14 12:24:55', '899.00']"
10,Extracción 126,"['2023/07/14 22:12:55', '899.00']"
10,Extracción 127,"['2023/07/15 15:00:55', '899.00']"
10,Extracción 128,"['2023/07/16 00:48:55', '899.00']"
10,Extracción 129,"['2023/07/16 09:12:55', '899.00']"
10,Extracción 130,"['2023/07/17 03:24:55', '899.00']"
10,Extracción 131,"['2023/07/17 13:12:55', '899.00']"
10,Extracción 132,"['2023/07/17 21:36:55', '899.00']"
10,Extracción 133,"['2023/07/18 15:48:55', '899.00']"
10,Extracción 134,"['2023/07/19 00:12:55', '899.00']"
10,Extracción 135,"['2023/07/19 10:00:55', '899.00']"
10,Extracción 136,"['2023/07/20 04:12:55', '899.00']"
10,Extracción 137,"['2023/07/20 12:36:55', '899.00']"
10,Extracción 138,"['2023/07/20 22:24:55', '899.00']"
10,Extracción 139,"['2023/07/21 15:12:55', '899.00']"
10,Extracción 140,"['2023/07/21 15:12:55', '899.00']"
10,Extracción 141,"['2023/07/22 09:24:55', '899.00']"
10,Extracción 142,"['2023/07/22 19:12:55', '899.00']"
10,Extracción 143,"['2023/07/23 03:36:55', '899.00']"
10,Extracción 144,"['2023/07/23 21:48:55', '899.00']"
10,Extracción 145,"['2023/07/24 06:12:55', '899.00']"
