Product ID,N_Extracción,Datos
8,Extracción 0,"['2023/08/24 22:29:21', '449.99']"
8,Extracción 1,"['2023/08/24 22:29:21', '449.99']"
8,Extracción 2,"['2023/08/25 05:29:21', '449.99']"
8,Extracción 3,"['2023/08/25 09:41:21', '449']"
8,Extracción 4,"['2023/08/25 18:05:21', '449']"
8,Extracción 5,"['2023/08/25 22:17:21', '449.99']"
8,Extracción 6,"['2023/08/26 01:05:21', '449']"
8,Extracción 7,"['2023/08/26 09:29:21', '449']"
8,Extracción 8,"['2023/08/26 13:41:21', '449.99']"
8,Extracción 9,"['2023/08/26 17:53:21', '449']"
8,Extracción 10,"['2023/08/27 00:53:21', '449']"
8,Extracción 11,"['2023/08/27 05:05:21', '449.99']"
8,Extracción 12,"['2023/08/27 09:17:21', '449']"
8,Extracción 13,"['2023/08/27 17:41:21', '449']"
8,Extracción 14,"['2023/08/27 20:38:01', '371.89']"
8,Extracción 15,"['2023/08/28 00:50:01', '371.89']"
8,Extracción 16,"['2023/08/28 09:14:01', '371.89']"
8,Extracción 17,"['2023/08/28 13:26:01', '371.89']"
8,Extracción 18,"['2023/08/28 17:38:01', '371.89']"
8,Extracción 19,"['2023/08/29 00:38:01', '371.89']"
8,Extracción 20,"['2023/08/29 00:38:01', '371.89']"
8,Extracción 21,"['2023/08/29 09:02:01', '371.89']"
8,Extracción 22,"['2023/08/29 12:30:35', '449.99']"
8,Extracción 23,"['2023/08/29 16:42:35', '449']"
8,Extracción 24,"['2023/08/30 01:06:35', '449']"
8,Extracción 25,"['2023/08/30 05:18:35', '449.99']"
8,Extracción 26,"['2023/08/30 08:42:26', '419.00']"
8,Extracción 27,"['2023/08/30 17:03:00', '399.00']"
8,Extracción 28,"['2023/08/30 21:15:00', '399.00']"
8,Extracción 29,"['2023/08/31 00:03:00', '399.00']"
8,Extracción 30,"['2023/08/31 08:27:00', '399.00']"
8,Extracción 31,"['2023/08/31 12:39:00', '399.00']"
8,Extracción 32,"['2023/08/31 16:51:00', '399.00']"
8,Extracción 33,"['2023/08/31 23:51:00', '399.00']"
8,Extracción 34,"['2023/09/01 04:03:00', '399.00']"
8,Extracción 35,"['2023/09/01 08:15:00', '399.00']"
8,Extracción 36,"['2023/09/01 16:39:00', '399.00']"
8,Extracción 37,"['2023/09/01 19:27:00', '399.00']"
8,Extracción 38,"['2023/09/01 23:39:00', '399.00']"
8,Extracción 39,"['2023/09/02 08:03:00', '399.00']"
8,Extracción 40,"['2023/09/02 08:03:00', '399.00']"
