Product ID,N_Extracción,Datos
6,Extracción 0,"['2023/05/14 18:09:47', '215.00']"
6,Extracción 1,"['2023/05/14 18:09:47', '215.00']"
6,Extracción 2,"['2023/05/15 12:29:42', '209.00']"
6,Extracción 3,"['2023/05/15 21:17:47', '206.00']"
6,Extracción 4,"['2023/05/16 15:21:53', '225.00']"
6,Extracción 5,"['2023/05/16 23:45:53', '225.00']"
6,Extracción 6,"['2023/05/17 09:33:53', '225.00']"
6,Extracción 7,"['2023/05/18 03:45:53', '225.00']"
6,Extracción 8,"['2023/05/18 12:09:53', '225.00']"
6,Extracción 9,"['2023/05/18 20:33:53', '225.00']"
6,Extracción 10,"['2023/05/19 14:45:53', '225.00']"
6,Extracción 11,"['2023/05/20 00:33:53', '225.00']"
6,Extracción 12,"['2023/05/20 08:57:53', '225.00']"
6,Extracción 13,"['2023/05/21 03:09:53', '225.00']"
6,Extracción 14,"['2023/05/21 12:57:53', '225.00']"
6,Extracción 15,"['2023/05/21 21:21:53', '225.00']"
6,Extracción 16,"['2023/05/22 15:33:53', '225.00']"
6,Extracción 17,"['2023/05/23 00:57:58', '199.00']"
6,Extracción 18,"['2023/05/23 09:02:19', '225.00']"
6,Extracción 19,"['2023/05/24 03:14:19', '225.00']"
6,Extracción 20,"['2023/05/24 03:14:19', '225.00']"
6,Extracción 21,"['2023/05/24 21:26:19', '225.00']"
6,Extracción 22,"['2023/05/25 05:50:19', '225.00']"
6,Extracción 23,"['2023/05/25 15:38:19', '225.00']"
6,Extracción 24,"['2023/05/26 09:50:19', '225.00']"
6,Extracción 25,"['2023/05/26 18:14:19', '225.00']"
6,Extracción 26,"['2023/05/27 02:38:19', '225.00']"
6,Extracción 27,"['2023/05/27 20:50:19', '225.00']"
6,Extracción 28,"['2023/05/28 06:38:19', '225.00']"
6,Extracción 29,"['2023/05/28 14:57:57', '259.00']"
6,Extracción 30,"['2023/05/29 09:26:06', '214.05']"
6,Extracción 31,"['2023/05/29 17:50:06', '214.05']"
6,Extracción 32,"['2023/05/30 03:38:06', '214.05']"
6,Extracción 33,"['2023/05/30 21:41:35', '217.00']"
6,Extracción 34,"['2023/05/31 06:05:35', '217.00']"
6,Extracción 35,"['2023/05/31 15:27:31', '215.00']"
6,Extracción 36,"['2023/06/01 09:50:49', '215.00']"
6,Extracción 37,"['2023/06/01 18:14:49', '215.00']"
6,Extracción 38,"['2023/06/02 02:38:49', '215.00']"
6,Extracción 39,"['2023/06/02 21:17:46', '219.00']"
6,Extracción 40,"['2023/06/02 21:17:46', '219.00']"
6,Extracción 41,"['2023/06/03 15:41:40', '220.00']"
6,Extracción 42,"['2023/06/04 00:05:40', '220.00']"
6,Extracción 43,"['2023/06/04 09:50:29', '221.00']"
6,Extracción 44,"['2023/06/05 04:02:29', '221.00']"
6,Extracción 45,"['2023/06/05 12:38:37', '222.00']"
6,Extracción 46,"['2023/06/05 21:02:37', '222.00']"
6,Extracción 47,"['2023/06/06 15:14:37', '222.00']"
6,Extracción 48,"['2023/06/07 01:02:37', '222.00']"
6,Extracción 49,"['2023/06/07 09:22:01', '219.00']"
6,Extracción 50,"['2023/06/08 03:34:01', '219.00']"
6,Extracción 51,"['2023/06/08 11:58:01', '219.00']"
6,Extracción 52,"['2023/06/08 21:46:01', '219.00']"
6,Extracción 53,"['2023/06/09 15:58:01', '219.00']"
6,Extracción 54,"['2023/06/10 00:22:01', '219.00']"
6,Extracción 55,"['2023/06/10 08:46:01', '219.00']"
6,Extracción 56,"['2023/06/11 02:58:01', '219.00']"
6,Extracción 57,"['2023/06/11 12:46:01', '219.00']"
6,Extracción 58,"['2023/06/11 21:10:01', '219.00']"
6,Extracción 59,"['2023/06/12 15:22:01', '219.00']"
6,Extracción 60,"['2023/06/12 15:22:01', '219.00']"
6,Extracción 61,"['2023/06/13 09:34:01', '219.00']"
6,Extracción 62,"['2023/06/13 17:58:01', '219.00']"
6,Extracción 63,"['2023/06/14 03:46:01', '219.00']"
6,Extracción 64,"['2023/06/14 21:58:01', '219.00']"
6,Extracción 65,"['2023/06/15 05:53:43', '218.00']"
6,Extracción 66,"['2023/06/15 15:41:43', '218.00']"
6,Extracción 67,"['2023/06/16 09:50:36', '214.00']"
6,Extracción 68,"['2023/06/16 18:14:36', '214.00']"
6,Extracción 69,"['2023/06/17 04:02:36', '214.00']"
6,Extracción 70,"['2023/06/17 21:18:57', '209.00']"
6,Extracción 71,"['2023/06/18 07:06:57', '209.00']"
6,Extracción 72,"['2023/06/18 15:30:57', '209.00']"
6,Extracción 73,"['2023/06/19 09:42:57', '209.00']"
6,Extracción 74,"['2023/06/19 18:06:57', '209.00']"
6,Extracción 75,"['2023/06/20 03:54:57', '209.00']"
6,Extracción 76,"['2023/06/20 21:02:35', '219.00']"
6,Extracción 77,"['2023/06/21 06:50:35', '219.00']"
6,Extracción 78,"['2023/06/21 15:14:35', '219.00']"
6,Extracción 79,"['2023/06/22 09:50:45', '217.00']"
6,Extracción 80,"['2023/06/22 09:50:45', '217.00']"
6,Extracción 81,"['2023/06/23 03:05:54', '218.00']"
6,Extracción 82,"['2023/06/23 12:53:54', '218.00']"
6,Extracción 83,"['2023/06/23 21:17:54', '218.00']"
6,Extracción 84,"['2023/06/24 15:27:30', '219.00']"
6,Extracción 85,"['2023/06/24 23:51:30', '219.00']"
6,Extracción 86,"['2023/06/25 09:39:30', '219.00']"
6,Extracción 87,"['2023/06/26 02:51:36', '209.00']"
6,Extracción 88,"['2023/06/26 12:39:36', '209.00']"
6,Extracción 89,"['2023/06/26 21:03:36', '209.00']"
6,Extracción 90,"['2023/06/27 15:15:36', '209.00']"
6,Extracción 91,"['2023/06/28 01:03:36', '209.00']"
6,Extracción 92,"['2023/06/28 09:27:36', '209.00']"
6,Extracción 93,"['2023/06/29 03:39:36', '209.00']"
6,Extracción 94,"['2023/06/29 12:03:36', '209.00']"
6,Extracción 95,"['2023/06/29 21:51:36', '209.00']"
6,Extracción 96,"['2023/06/30 16:03:36', '209.00']"
6,Extracción 97,"['2023/07/01 00:27:36', '209.00']"
6,Extracción 98,"['2023/07/01 08:51:36', '209.00']"
6,Extracción 99,"['2023/07/02 03:03:36', '209.00']"
6,Extracción 100,"['2023/07/02 03:03:36', '209.00']"
6,Extracción 101,"['2023/07/02 21:15:36', '209.00']"
6,Extracción 102,"['2023/07/03 07:03:36', '209.00']"
6,Extracción 103,"['2023/07/03 14:57:59', '259.00']"
6,Extracción 104,"['2023/07/04 09:11:06', '209.00']"
6,Extracción 105,"['2023/07/04 18:59:06', '209.00']"
6,Extracción 106,"['2023/07/05 03:23:06', '209.00']"
6,Extracción 107,"['2023/07/05 21:17:49', '206.00']"
6,Extracción 108,"['2023/07/06 05:53:31', '213.00']"
6,Extracción 109,"['2023/07/06 15:41:31', '213.00']"
6,Extracción 110,"['2023/07/07 09:53:31', '213.00']"
6,Extracción 111,"['2023/07/07 18:17:31', '213.00']"
6,Extracción 112,"['2023/07/08 04:05:31', '213.00']"
6,Extracción 113,"['2023/07/08 20:53:31', '213.00']"
6,Extracción 114,"['2023/07/09 06:41:31', '213.00']"
6,Extracción 115,"['2023/07/09 15:05:31', '213.00']"
6,Extracción 116,"['2023/07/10 09:17:31', '213.00']"
6,Extracción 117,"['2023/07/10 19:05:31', '213.00']"
6,Extracción 118,"['2023/07/11 03:29:31', '213.00']"
6,Extracción 119,"['2023/07/11 22:05:00', '213.00']"
6,Extracción 120,"['2023/07/11 22:05:00', '213.00']"
6,Extracción 121,"['2023/07/12 14:53:00', '213.00']"
6,Extracción 122,"['2023/07/13 00:41:00', '213.00']"
6,Extracción 123,"['2023/07/13 09:46:01', '203.00']"
6,Extracción 124,"['2023/07/14 04:09:58', '199.00']"
6,Extracción 125,"['2023/07/14 12:33:58', '199.00']"
6,Extracción 126,"['2023/07/14 20:57:58', '199.00']"
6,Extracción 127,"['2023/07/15 15:09:58', '199.00']"
6,Extracción 128,"['2023/07/16 00:57:58', '199.00']"
6,Extracción 129,"['2023/07/16 09:21:58', '199.00']"
6,Extracción 130,"['2023/07/17 03:33:58', '199.00']"
6,Extracción 131,"['2023/07/17 11:57:58', '199.00']"
6,Extracción 132,"['2023/07/17 21:45:58', '199.00']"
6,Extracción 133,"['2023/07/18 15:57:58', '199.00']"
6,Extracción 134,"['2023/07/19 00:21:58', '199.00']"
6,Extracción 135,"['2023/07/19 09:51:09', '191.00']"
6,Extracción 136,"['2023/07/20 04:03:09', '191.00']"
6,Extracción 137,"['2023/07/20 12:27:09', '191.00']"
6,Extracción 138,"['2023/07/20 22:15:09', '191.00']"
6,Extracción 139,"['2023/07/21 15:26:48', '190.00']"
6,Extracción 140,"['2023/07/21 15:26:48', '190.00']"
6,Extracción 141,"['2023/07/22 09:45:43', '189.00']"
6,Extracción 142,"['2023/07/22 18:09:43', '189.00']"
6,Extracción 143,"['2023/07/23 03:05:56', '216.00']"
6,Extracción 144,"['2023/07/23 21:17:56', '216.00']"
6,Extracción 145,"['2023/07/24 07:04:59', '218.00']"
6,Extracción 146,"['2023/07/24 15:28:59', '218.00']"
6,Extracción 147,"['2023/07/25 09:51:10', '219.00']"
6,Extracción 148,"['2023/07/25 18:15:10', '219.00']"
6,Extracción 149,"['2023/07/26 04:03:10', '219.00']"
6,Extracción 150,"['2023/07/26 22:15:10', '219.00']"
6,Extracción 151,"['2023/07/27 06:39:10', '219.00']"
6,Extracción 152,"['2023/07/27 15:03:10', '219.00']"
6,Extracción 153,"['2023/07/28 10:10:53', '221.00']"
6,Extracción 154,"['2023/07/28 18:34:53', '221.00']"
6,Extracción 155,"['2023/07/29 02:58:53', '221.00']"
6,Extracción 156,"['2023/07/29 21:10:53', '221.00']"
6,Extracción 157,"['2023/07/30 06:58:53', '221.00']"
6,Extracción 158,"['2023/07/30 15:22:53', '221.00']"
6,Extracción 159,"['2023/07/31 09:34:53', '221.00']"
6,Extracción 160,"['2023/07/31 09:34:53', '221.00']"
6,Extracción 161,"['2023/08/01 03:46:53', '221.00']"
6,Extracción 162,"['2023/08/01 12:15:04', '199.00']"
6,Extracción 163,"['2023/08/01 22:03:04', '199.00']"
6,Extracción 164,"['2023/08/02 16:15:04', '199.00']"
