Product ID,N_Extracción,Datos
52,Extracción 0,"['2023/05/10 15:54:29', '229']"
52,Extracción 1,"['2023/05/10 15:54:29', '229']"
52,Extracción 2,"['2023/05/11 10:06:29', '229']"
52,Extracción 3,"['2023/05/11 19:54:29', '229.00']"
