Product ID,N_Extracción,Datos
5,Extracción 0,"['2023/10/04 21:07:36', '509.00']"
5,Extracción 1,"['2023/10/04 21:07:36', '509.00']"
5,Extracción 2,"['2023/10/05 01:19:36', '509.00']"
5,Extracción 3,"['2023/10/05 02:43:36', '509.00']"
5,Extracción 4,"['2023/10/05 06:55:36', '509.00']"
5,Extracción 5,"['2023/10/05 08:19:36', '509.00']"
5,Extracción 6,"['2023/10/05 09:43:36', '509.00']"
5,Extracción 7,"['2023/10/05 13:55:36', '509.00']"
5,Extracción 8,"['2023/10/05 16:43:36', '509.00']"
5,Extracción 9,"['2023/10/05 18:07:36', '509.00']"
5,Extracción 10,"['2023/10/05 22:19:36', '509.00']"
5,Extracción 11,"['2023/10/05 23:43:36', '509.00']"
5,Extracción 12,"['2023/10/06 01:07:36', '509.00']"
5,Extracción 13,"['2023/10/06 05:19:36', '509.00']"
5,Extracción 14,"['2023/10/06 08:07:36', '509.00']"
5,Extracción 15,"['2023/10/06 09:31:36', '509.00']"
5,Extracción 16,"['2023/10/06 13:43:36', '509.00']"
5,Extracción 17,"['2023/10/06 15:07:36', '509.00']"
5,Extracción 18,"['2023/10/06 17:55:36', '509.00']"
5,Extracción 19,"['2023/10/06 20:43:36', '509.00']"
5,Extracción 20,"['2023/10/06 20:43:36', '509.00']"
5,Extracción 21,"['2023/10/07 00:55:36', '509.00']"
5,Extracción 22,"['2023/10/07 02:19:36', '509.00']"
5,Extracción 23,"['2023/10/07 05:07:36', '509.00']"
5,Extracción 24,"['2023/10/07 09:19:36', '509.00']"
5,Extracción 25,"['2023/10/07 10:43:36', '509.00']"
5,Extracción 26,"['2023/10/07 12:07:36', '509.00']"
5,Extracción 27,"['2023/10/07 16:19:36', '509.00']"
5,Extracción 28,"['2023/10/07 19:07:36', '509.00']"
5,Extracción 29,"['2023/10/07 20:31:36', '509.00']"
5,Extracción 30,"['2023/10/08 00:43:36', '509.00']"
5,Extracción 31,"['2023/10/08 02:07:36', '509.00']"
5,Extracción 32,"['2023/10/08 03:31:36', '509.00']"
5,Extracción 33,"['2023/10/08 07:43:36', '509.00']"
5,Extracción 34,"['2023/10/08 10:31:36', '509.00']"
5,Extracción 35,"['2023/10/08 11:55:36', '509.00']"
5,Extracción 36,"['2023/10/08 16:07:36', '509.00']"
5,Extracción 37,"['2023/10/08 17:31:36', '509.00']"
5,Extracción 38,"['2023/10/08 18:55:36', '509.00']"
5,Extracción 39,"['2023/10/08 23:07:36', '509.00']"
5,Extracción 40,"['2023/10/08 23:07:36', '509.00']"
5,Extracción 41,"['2023/10/09 03:19:36', '509.00']"
5,Extracción 42,"['2023/10/09 04:43:36', '509.00']"
5,Extracción 43,"['2023/10/09 07:31:36', '509.00']"
5,Extracción 44,"['2023/10/09 11:43:36', '509.00']"
5,Extracción 45,"['2023/10/09 13:07:36', '509.00']"
5,Extracción 46,"['2023/10/09 14:31:36', '509.00']"
5,Extracción 47,"['2023/10/09 18:43:36', '509.00']"
5,Extracción 48,"['2023/10/09 20:07:36', '509.00']"
5,Extracción 49,"['2023/10/09 22:55:36', '509.00']"
5,Extracción 50,"['2023/10/10 03:07:36', '509.00']"
5,Extracción 51,"['2023/10/10 04:31:36', '509.00']"
5,Extracción 52,"['2023/10/10 05:55:36', '509.00']"
5,Extracción 53,"['2023/10/10 10:07:36', '509.00']"
5,Extracción 54,"['2023/10/10 12:55:36', '509.00']"
5,Extracción 55,"['2023/10/10 14:19:36', '509.00']"
5,Extracción 56,"['2023/10/10 18:31:36', '509.00']"
5,Extracción 57,"['2023/10/10 19:55:36', '509.00']"
5,Extracción 58,"['2023/10/10 21:19:36', '509.00']"
5,Extracción 59,"['2023/10/11 01:31:36', '509.00']"
5,Extracción 60,"['2023/10/11 01:31:36', '509.00']"
5,Extracción 61,"['2023/10/11 05:43:36', '509.00']"
5,Extracción 62,"['2023/10/11 07:07:36', '509.00']"
5,Extracción 63,"['2023/10/11 09:55:36', '509.00']"
5,Extracción 64,"['2023/10/11 13:18:49', '487.00']"
5,Extracción 65,"['2023/10/11 14:42:49', '487.00']"
5,Extracción 66,"['2023/10/11 17:30:49', '487.00']"
5,Extracción 67,"['2023/10/11 21:42:49', '487.00']"
5,Extracción 68,"['2023/10/11 23:06:49', '487.00']"
5,Extracción 69,"['2023/10/12 01:29:36', '509.00']"
5,Extracción 70,"['2023/10/12 04:17:36', '509.00']"
5,Extracción 71,"['2023/10/12 07:05:36', '509.00']"
5,Extracción 72,"['2023/10/12 08:29:36', '509.00']"
5,Extracción 73,"['2023/10/12 12:41:36', '509.00']"
5,Extracción 74,"['2023/10/12 14:05:36', '509.00']"
5,Extracción 75,"['2023/10/12 16:53:36', '509.00']"
