Product ID,N_Extracción,Datos
50,Extracción 0,"['2023/05/11 04:40:25', '666.00']"
50,Extracción 1,"['2023/05/11 04:40:25', '666.00']"
50,Extracción 2,"['2023/05/11 22:52:25', '666.00']"
50,Extracción 3,"['2023/05/12 07:16:25', '666.00']"
50,Extracción 4,"['2023/05/13 01:28:25', '666.00']"
50,Extracción 5,"['2023/05/13 11:16:25', '666.00']"
50,Extracción 6,"['2023/05/13 19:40:25', '666.00']"
50,Extracción 7,"['2023/05/14 13:52:25', '666.00']"
50,Extracción 8,"['2023/05/14 22:16:25', '666.00']"
50,Extracción 9,"['2023/05/15 08:04:25', '666.00']"
50,Extracción 10,"['2023/05/16 02:16:25', '666.00']"
50,Extracción 11,"['2023/05/16 10:47:14', '679.00']"
50,Extracción 12,"['2023/05/16 20:35:14', '679.00']"
50,Extracción 13,"['2023/05/17 13:23:14', '679.00']"
50,Extracción 14,"['2023/05/17 23:11:14', '679.00']"
50,Extracción 15,"['2023/05/18 07:35:14', '679.00']"
50,Extracción 16,"['2023/05/19 01:47:14', '679.00']"
50,Extracción 17,"['2023/05/19 11:35:14', '679.00']"
50,Extracción 18,"['2023/05/19 19:59:14', '679.00']"
50,Extracción 19,"['2023/05/20 14:11:14', '679.00']"
50,Extracción 20,"['2023/05/20 14:11:14', '679.00']"
50,Extracción 21,"['2023/05/21 08:23:14', '679.00']"
50,Extracción 22,"['2023/05/21 16:47:14', '679.00']"
50,Extracción 23,"['2023/05/22 02:35:14', '679.00']"
50,Extracción 24,"['2023/05/22 19:23:14', '679.00']"
50,Extracción 25,"['2023/05/23 05:11:14', '679.00']"
50,Extracción 26,"['2023/05/23 13:36:57', '599.00']"
50,Extracción 27,"['2023/05/24 07:48:57', '599.00']"
50,Extracción 28,"['2023/05/24 17:30:04', '679.00']"
50,Extracción 29,"['2023/05/25 01:54:04', '679.00']"
50,Extracción 30,"['2023/05/25 20:06:04', '679.00']"
50,Extracción 31,"['2023/05/26 04:30:04', '679.00']"
50,Extracción 32,"['2023/05/26 14:18:04', '679.00']"
50,Extracción 33,"['2023/05/27 08:30:04', '679.00']"
50,Extracción 34,"['2023/05/27 16:54:04', '679.00']"
50,Extracción 35,"['2023/05/28 02:42:04', '679.00']"
50,Extracción 36,"['2023/05/28 19:23:04', '678.51']"
50,Extracción 37,"['2023/05/29 05:11:04', '678.51']"
50,Extracción 38,"['2023/05/29 13:35:04', '678.51']"
50,Extracción 39,"['2023/05/30 07:47:04', '678.51']"
50,Extracción 40,"['2023/05/30 07:47:04', '678.51']"
50,Extracción 41,"['2023/05/31 02:39:51', '729.00']"
50,Extracción 42,"['2023/05/31 11:03:51', '729.00']"
50,Extracción 43,"['2023/05/31 19:35:26', '849.00']"
50,Extracción 44,"['2023/06/01 13:31:02', '599.00']"
50,Extracción 45,"['2023/06/01 23:19:02', '599.00']"
50,Extracción 46,"['2023/06/02 07:43:02', '599.00']"
50,Extracción 47,"['2023/06/03 01:55:02', '599.00']"
50,Extracción 48,"['2023/06/03 11:43:02', '599.00']"
50,Extracción 49,"['2023/06/03 20:07:02', '599.00']"
50,Extracción 50,"['2023/06/04 14:19:02', '599.00']"
50,Extracción 51,"['2023/06/04 22:43:02', '599.00']"
50,Extracción 52,"['2023/06/05 08:31:02', '599.00']"
50,Extracción 53,"['2023/06/06 02:43:02', '599.00']"
50,Extracción 54,"['2023/06/06 11:07:02', '599.00']"
50,Extracción 55,"['2023/06/06 19:31:02', '599.00']"
50,Extracción 56,"['2023/06/07 13:43:02', '599.00']"
50,Extracción 57,"['2023/06/07 23:31:02', '599.00']"
50,Extracción 58,"['2023/06/08 07:55:02', '599.00']"
50,Extracción 59,"['2023/06/09 02:07:02', '599.00']"
50,Extracción 60,"['2023/06/09 02:07:02', '599.00']"
50,Extracción 61,"['2023/06/09 20:19:02', '599.00']"
50,Extracción 62,"['2023/06/10 04:43:02', '599.00']"
50,Extracción 63,"['2023/06/10 14:31:02', '599.00']"
50,Extracción 64,"['2023/06/11 08:43:02', '599.00']"
50,Extracción 65,"['2023/06/11 17:07:02', '599.00']"
50,Extracción 66,"['2023/06/12 01:31:02', '599.00']"
50,Extracción 67,"['2023/06/12 19:43:02', '599.00']"
50,Extracción 68,"['2023/06/13 05:31:02', '599.00']"
50,Extracción 69,"['2023/06/13 13:55:02', '599.00']"
50,Extracción 70,"['2023/06/14 08:07:02', '599.00']"
50,Extracción 71,"['2023/06/14 16:31:02', '599.00']"
50,Extracción 72,"['2023/06/15 02:19:02', '599.00']"
50,Extracción 73,"['2023/06/15 20:31:02', '599.00']"
50,Extracción 74,"['2023/06/16 04:55:02', '599.00']"
50,Extracción 75,"['2023/06/16 14:43:02', '599.00']"
50,Extracción 76,"['2023/06/17 07:31:02', '599.00']"
50,Extracción 77,"['2023/06/17 17:19:02', '599.00']"
50,Extracción 78,"['2023/06/18 01:43:02', '599.00']"
50,Extracción 79,"['2023/06/18 19:55:02', '599.00']"
50,Extracción 80,"['2023/06/18 19:55:02', '599.00']"
