Product ID,N_Extracción,Datos
46,Extracción 0,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 1,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 2,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 3,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 4,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 5,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 6,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 7,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 8,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 9,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 10,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 11,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 12,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 13,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 14,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 15,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 16,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 17,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 18,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 19,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 20,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 21,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 22,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 23,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 24,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 25,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 26,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 27,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 28,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 29,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 30,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 31,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 32,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 33,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 34,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 35,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 36,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 37,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 38,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 39,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 40,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 41,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 42,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 43,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 44,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 45,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 46,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 47,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 48,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 49,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 50,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 51,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 52,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 53,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 54,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 55,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 56,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 57,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 58,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 59,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 60,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 61,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 62,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 63,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 64,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 65,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 66,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 67,"['2023/11/06 10:31:53', '499.00']"
46,Extracción 68,"['2023/11/06 10:31:53', '499.00']"
