Product ID,N_Extracción,Fecha,Precio
36,Extracción 0,'2023/05/15 05:06:15','449.00'
36,Extracción 1,'2023/05/15 05:06:15','449.00'
36,Extracción 2,'2023/05/15 23:18:15','449.00'
36,Extracción 3,0,0
36,Extracción 4,'2023/05/17 01:38:41','378.25'
36,Extracción 5,'2023/05/17 11:26:41','378.25'
36,Extracción 6,'2023/05/17 19:50:41','378.25'
36,Extracción 7,0,0
36,Extracción 8,'2023/05/18 23:26:46','465.00'
36,Extracción 9,'2023/05/19 07:50:46','465.00'
36,Extracción 10,'2023/05/20 02:02:46','465.00'
36,Extracción 11,'2023/05/20 11:14:29','464.00'
36,Extracción 12,'2023/05/20 19:38:29','464.00'
36,Extracción 13,'2023/05/21 14:02:39','451.00'
36,Extracción 14,'2023/05/21 23:50:39','451.00'
36,Extracción 15,'2023/05/22 08:14:39','451.00'
36,Extracción 16,'2023/05/23 02:26:39','451.00'
36,Extracción 17,'2023/05/23 10:50:39','451.00'
36,Extracción 18,'2023/05/23 19:53:56','464.00'
36,Extracción 19,'2023/05/24 14:05:56','464.00'
36,Extracción 20,'2023/05/24 14:05:56','464.00'
36,Extracción 21,'2023/05/25 08:37:09','465.00'
36,Extracción 22,'2023/05/25 17:06:52','464.00'
36,Extracción 23,'2023/05/26 02:05:57','549.00'
36,Extracción 24,'2023/05/26 20:17:57','549.00'
36,Extracción 25,'2023/05/27 04:41:57','549.00'
36,Extracción 26,'2023/05/27 14:29:57','549.00'
36,Extracción 27,'2023/05/28 08:41:57','549.00'
36,Extracción 28,'2023/05/28 16:45:47','453.72'
36,Extracción 29,'2023/05/29 02:33:47','453.72'
36,Extracción 30,'2023/05/29 20:45:47','453.72'
36,Extracción 31,'2023/05/30 05:09:47','453.72'
36,Extracción 32,'2023/05/30 13:41:34','453.00'
36,Extracción 33,'2023/05/31 07:53:34','453.00'
36,Extracción 34,'2023/05/31 17:41:34','453.00'
36,Extracción 35,'2023/06/01 02:05:34','453.00'
36,Extracción 36,'2023/06/01 19:50:45','429.00'
36,Extracción 37,'2023/06/02 05:38:45','429.00'
36,Extracción 38,'2023/06/02 14:02:45','429.00'
36,Extracción 39,'2023/06/03 08:14:45','429.00'
36,Extracción 40,'2023/06/03 08:14:45','429.00'
36,Extracción 41,'2023/06/04 02:26:45','429.00'
36,Extracción 42,'2023/06/04 10:50:45','429.00'
36,Extracción 43,'2023/06/04 20:38:45','429.00'
36,Extracción 44,'2023/06/05 14:50:45','429.00'
36,Extracción 45,'2023/06/05 23:14:45','429.00'
36,Extracción 46,'2023/06/06 07:38:45','429.00'
36,Extracción 47,'2023/06/07 01:50:45','429.00'
36,Extracción 48,'2023/06/07 11:38:45','429.00'
36,Extracción 49,'2023/06/07 20:02:45','429.00'
36,Extracción 50,'2023/06/08 14:14:45','429.00'
36,Extracción 51,'2023/06/08 22:38:45','429.00'
36,Extracción 52,'2023/06/09 08:26:45','429.00'
36,Extracción 53,'2023/06/10 02:38:45','429.00'
36,Extracción 54,'2023/06/10 11:02:45','429.00'
36,Extracción 55,'2023/06/10 20:50:45','429.00'
36,Extracción 56,'2023/06/11 13:38:45','429.00'
36,Extracción 57,'2023/06/11 23:26:45','429.00'
36,Extracción 58,'2023/06/12 07:50:45','429.00'
36,Extracción 59,'2023/06/13 02:02:45','429.00'
36,Extracción 60,'2023/06/13 02:02:45','429.00'
36,Extracción 61,'2023/06/13 20:14:45','429.00'
36,Extracción 62,'2023/06/14 04:38:45','429.00'
36,Extracción 63,'2023/06/14 14:26:45','429.00'
36,Extracción 64,'2023/06/15 08:38:45','429.00'
36,Extracción 65,'2023/06/15 17:02:45','429.00'
36,Extracción 66,'2023/06/16 02:50:45','429.00'
36,Extracción 67,'2023/06/16 19:38:45','429.00'
36,Extracción 68,'2023/06/17 05:26:45','429.00'
36,Extracción 69,'2023/06/17 13:50:45','429.00'
36,Extracción 70,'2023/06/18 08:02:45','429.00'
36,Extracción 71,'2023/06/18 17:50:45','429.00'
36,Extracción 72,'2023/06/19 02:14:45','429.00'
36,Extracción 73,'2023/06/19 20:26:45','429.00'
36,Extracción 74,'2023/06/20 04:50:45','429.00'
36,Extracción 75,'2023/06/20 14:38:45','429.00'
36,Extracción 76,'2023/06/21 08:50:45','429.00'
36,Extracción 77,'2023/06/21 17:14:45','429.00'
36,Extracción 78,'2023/06/22 01:38:45','429.00'
36,Extracción 79,'2023/06/22 19:53:43','479.00'
36,Extracción 80,'2023/06/22 19:53:43','479.00'
36,Extracción 81,'2023/06/23 14:05:43','479.00'
36,Extracción 82,'2023/06/23 23:53:43','479.00'
36,Extracción 83,'2023/06/24 08:26:28','443.00'
36,Extracción 84,'2023/06/25 02:38:28','443.00'
36,Extracción 85,'2023/06/25 11:02:28','443.00'
36,Extracción 86,'2023/06/25 20:50:28','443.00'
36,Extracción 87,'2023/06/26 14:10:03','529.00'
36,Extracción 88,'2023/06/26 23:58:03','529.00'
36,Extracción 89,'2023/06/27 08:22:03','529.00'
36,Extracción 90,'2023/06/28 02:34:03','529.00'
36,Extracción 91,'2023/06/28 10:58:03','529.00'
36,Extracción 92,'2023/06/28 20:46:03','529.00'
36,Extracción 93,'2023/06/29 14:58:03','529.00'
36,Extracción 94,'2023/06/29 23:22:03','529.00'
36,Extracción 95,'2023/06/30 07:46:03','529.00'
36,Extracción 96,'2023/07/01 01:58:03','529.00'
36,Extracción 97,'2023/07/01 11:46:03','529.00'
36,Extracción 98,'2023/07/01 20:10:03','529.00'
36,Extracción 99,'2023/07/02 14:22:03','529.00'
36,Extracción 100,'2023/07/02 14:22:03','529.00'
36,Extracción 101,'2023/07/03 08:34:03','529.00'
36,Extracción 102,'2023/07/03 16:41:32','549.00'
36,Extracción 103,'2023/07/04 02:29:32','549.00'
36,Extracción 104,'2023/07/04 19:53:51','443.00'
