Product ID,N_Extracción,Fecha,Precio
11,Extracción 0,'2023/05/14 18:31:56','3079.00'
11,Extracción 1,'2023/05/14 18:31:56','3079.00'
11,Extracción 2,0,0
11,Extracción 3,'2023/05/15 21:13:30','3079.00'
11,Extracción 4,0,0
11,Extracción 5,'2023/05/17 00:27:41','2799.05'
11,Extracción 6,'2023/05/17 08:51:41','2799.05'
11,Extracción 7,'2023/05/18 03:03:41','2799.05'
11,Extracción 8,'2023/05/18 11:52:05','3293.00'
11,Extracción 9,'2023/05/18 21:21:03','3079.00'
11,Extracción 10,'2023/05/19 15:33:03','3079.00'
11,Extracción 11,'2023/05/19 23:57:03','3079.00'
11,Extracción 12,'2023/05/20 09:45:03','3079.00'
11,Extracción 13,'2023/05/21 03:57:03','3079.00'
11,Extracción 14,'2023/05/21 12:21:03','3079.00'
11,Extracción 15,0,0
11,Extracción 16,'2023/05/22 14:57:03','3079.00'
11,Extracción 17,'2023/05/23 00:45:03','3079.00'
11,Extracción 18,0,0
11,Extracción 19,'2023/05/24 03:21:03','3079.00'
11,Extracción 20,'2023/05/24 03:21:03','3079.00'
11,Extracción 21,'2023/05/24 21:33:03','3079.00'
11,Extracción 22,'2023/05/25 05:57:03','3079.00'
11,Extracción 23,'2023/05/25 15:45:03','3079.00'
11,Extracción 24,0,0
11,Extracción 25,'2023/05/26 18:21:03','3079.00'
11,Extracción 26,0,0
11,Extracción 27,'2023/05/27 20:57:03','3079.00'
11,Extracción 28,'2023/05/28 05:59:40','3144.00'
11,Extracción 29,0,0
11,Extracción 30,'2023/05/29 09:03:12','2598.35'
11,Extracción 31,'2023/05/29 18:51:12','2598.35'
11,Extracción 32,'2023/05/30 03:15:12','2598.35'
11,Extracción 33,'2023/05/30 21:40:53','3079.00'
11,Extracción 34,'2023/05/31 06:04:53','3079.00'
11,Extracción 35,'2023/05/31 15:52:53','3079.00'
11,Extracción 36,0,0
11,Extracción 37,0,0
11,Extracción 38,'2023/06/02 02:58:10','3299.00'
11,Extracción 39,'2023/06/02 21:10:10','3299.00'
11,Extracción 40,'2023/06/02 21:10:10','3299.00'
11,Extracción 41,'2023/06/03 15:22:10','3299.00'
11,Extracción 42,'2023/06/04 01:10:10','3299.00'
11,Extracción 43,0,0
11,Extracción 44,'2023/06/05 03:46:10','3299.00'
11,Extracción 45,0,0
11,Extracción 46,'2023/06/05 21:58:10','3299.00'
11,Extracción 47,'2023/06/06 16:10:10','3299.00'
11,Extracción 48,'2023/06/07 00:34:10','3299.00'
11,Extracción 49,0,0
11,Extracción 50,0,0
11,Extracción 51,0,0
11,Extracción 52,0,0
11,Extracción 53,0,0
11,Extracción 54,0,0
11,Extracción 55,0,0
11,Extracción 56,0,0
11,Extracción 57,'2023/06/11 12:44:34','2789.00'
11,Extracción 58,0,0
11,Extracción 59,0,0
11,Extracción 60,0,0
11,Extracción 61,0,0
11,Extracción 62,'2023/06/13 17:56:34','2789.00'
11,Extracción 63,0,0
11,Extracción 64,0,0
11,Extracción 65,'2023/06/15 06:20:34','2789.00'
11,Extracción 66,0,0
11,Extracción 67,0,0
11,Extracción 68,'2023/06/16 18:44:34','2789.00'
11,Extracción 69,0,0
11,Extracción 70,0,0
11,Extracción 71,0,0
11,Extracción 72,0,0
11,Extracción 73,0,0
11,Extracción 74,0,0
11,Extracción 75,0,0
11,Extracción 76,0,0
11,Extracción 77,0,0
11,Extracción 78,0,0
11,Extracción 79,0,0
11,Extracción 80,0,0
11,Extracción 81,0,0
11,Extracción 82,0,0
11,Extracción 83,0,0
11,Extracción 84,0,0
11,Extracción 85,'2023/06/25 00:08:34','2789.00'
11,Extracción 86,0,0
11,Extracción 87,0,0
11,Extracción 88,'2023/06/26 12:32:34','2789.00'
11,Extracción 89,'2023/06/26 22:20:34','2789.00'
11,Extracción 90,'2023/06/27 15:41:55','2399.00'
11,Extracción 91,'2023/06/28 00:05:55','2399.00'
11,Extracción 92,0,0
11,Extracción 93,'2023/06/29 04:05:55','2399.00'
11,Extracción 94,'2023/06/29 12:29:55','2399.00'
11,Extracción 95,'2023/06/29 22:17:55','2399.00'
11,Extracción 96,'2023/06/30 15:05:55','2399.00'
11,Extracción 97,'2023/07/01 00:53:55','2399.00'
