Product ID,N_Extracción,Datos
54,Extracción 0,"['2023/05/12 04:14:50', '579.00']"
54,Extracción 1,"['2023/05/12 04:14:50', '579.00']"
54,Extracción 2,"['2023/05/12 22:26:50', '579.00']"
54,Extracción 3,"['2023/05/13 06:50:50', '579.00']"
54,Extracción 4,"['2023/05/14 01:02:50', '579.00']"
54,Extracción 5,"['2023/05/14 09:26:50', '579.00']"
54,Extracción 6,"['2023/05/14 19:14:50', '579.00']"
54,Extracción 7,"['2023/05/15 12:14:59', '589.00']"
54,Extracción 8,"['2023/05/15 22:02:59', '589.00']"
54,Extracción 9,"['2023/05/16 06:26:59', '589.00']"
54,Extracción 10,"['2023/05/17 01:17:26', '500.65']"
54,Extracción 11,"['2023/05/17 09:41:26', '500.65']"
54,Extracción 12,"['2023/05/17 19:29:26', '500.65']"
54,Extracción 13,"['2023/05/18 13:10:21', '589.00']"
54,Extracción 14,"['2023/05/18 21:38:34', '593.00']"
54,Extracción 15,"['2023/05/19 07:03:09', '689.00']"
54,Extracción 16,"['2023/05/20 01:15:09', '689.00']"
54,Extracción 17,"['2023/05/20 09:39:09', '689.00']"
54,Extracción 18,"['2023/05/20 19:27:09', '689.00']"
54,Extracción 19,"['2023/05/21 12:15:09', '689.00']"
54,Extracción 20,"['2023/05/21 12:15:09', '689.00']"
54,Extracción 21,"['2023/05/22 06:27:09', '689.00']"
54,Extracción 22,"['2023/05/22 16:15:09', '689.00']"
54,Extracción 23,"['2023/05/23 00:39:09', '689.00']"
54,Extracción 24,"['2023/05/23 18:51:09', '689.00']"
54,Extracción 25,"['2023/05/24 03:15:09', '689.00']"
54,Extracción 26,"['2023/05/24 13:03:09', '689.00']"
54,Extracción 27,"['2023/05/25 07:15:09', '689.00']"
54,Extracción 28,"['2023/05/25 15:39:09', '689.00']"
54,Extracción 29,"['2023/05/26 01:27:09', '689.00']"
54,Extracción 30,"['2023/05/26 18:15:09', '689.00']"
54,Extracción 31,"['2023/05/27 04:03:09', '689.00']"
54,Extracción 32,"['2023/05/27 12:27:09', '689.00']"
54,Extracción 33,"['2023/05/28 06:39:09', '689.00']"
54,Extracción 34,"['2023/05/28 16:27:09', '689.00']"
54,Extracción 35,"['2023/05/29 00:47:27', '569.42']"
54,Extracción 36,"['2023/05/29 18:59:27', '569.42']"
54,Extracción 37,"['2023/05/30 03:23:27', '569.42']"
54,Extracción 38,"['2023/05/30 13:31:52', '689.00']"
54,Extracción 39,"['2023/05/31 06:19:52', '689.00']"
54,Extracción 40,"['2023/05/31 06:19:52', '689.00']"
54,Extracción 41,"['2023/06/01 00:31:52', '689.00']"
54,Extracción 42,"['2023/06/01 10:19:52', '689.00']"
54,Extracción 43,"['2023/06/01 18:43:52', '689.00']"
54,Extracción 44,"['2023/06/02 12:56:28', '699.00']"
54,Extracción 45,"['2023/06/02 21:20:28', '699.00']"
54,Extracción 46,"['2023/06/03 07:08:28', '699.00']"
54,Extracción 47,"['2023/06/04 01:20:28', '699.00']"
54,Extracción 48,"['2023/06/04 09:44:28', '699.00']"
54,Extracción 49,"['2023/06/04 19:32:28', '699.00']"
54,Extracción 50,"['2023/06/05 12:20:28', '699.00']"
54,Extracción 51,"['2023/06/05 22:08:28', '699.00']"
54,Extracción 52,"['2023/06/06 06:32:28', '699.00']"
54,Extracción 53,"['2023/06/07 01:29:29', '689.00']"
54,Extracción 54,"['2023/06/07 09:53:29', '689.00']"
54,Extracción 55,"['2023/06/07 18:17:29', '689.00']"
54,Extracción 56,"['2023/06/08 12:29:29', '689.00']"
54,Extracción 57,"['2023/06/08 22:17:29', '689.00']"
54,Extracción 58,"['2023/06/09 06:41:29', '689.00']"
54,Extracción 59,"['2023/06/10 00:53:29', '689.00']"
54,Extracción 60,"['2023/06/10 00:53:29', '689.00']"
54,Extracción 61,"['2023/06/10 19:05:29', '689.00']"
54,Extracción 62,"['2023/06/11 03:29:29', '689.00']"
54,Extracción 63,"['2023/06/11 13:17:29', '689.00']"
54,Extracción 64,"['2023/06/12 07:29:29', '689.00']"
54,Extracción 65,"['2023/06/12 15:53:29', '689.00']"
54,Extracción 66,"['2023/06/13 00:17:29', '689.00']"
54,Extracción 67,"['2023/06/13 18:29:29', '689.00']"
54,Extracción 68,"['2023/06/14 04:17:29', '689.00']"
54,Extracción 69,"['2023/06/14 12:41:29', '689.00']"
54,Extracción 70,"['2023/06/15 06:53:29', '689.00']"
54,Extracción 71,"['2023/06/15 15:17:29', '689.00']"
54,Extracción 72,"['2023/06/16 01:05:29', '689.00']"
54,Extracción 73,"['2023/06/16 19:17:29', '689.00']"
54,Extracción 74,"['2023/06/17 03:41:29', '689.00']"
54,Extracción 75,"['2023/06/17 13:29:29', '689.00']"
54,Extracción 76,"['2023/06/18 06:17:29', '689.00']"
54,Extracción 77,"['2023/06/18 16:05:29', '689.00']"
54,Extracción 78,"['2023/06/19 00:29:29', '689.00']"
54,Extracción 79,"['2023/06/19 18:41:29', '689.00']"
54,Extracción 80,"['2023/06/19 18:41:29', '689.00']"
54,Extracción 81,"['2023/06/20 12:53:29', '689.00']"
54,Extracción 82,"['2023/06/20 22:41:29', '689.00']"
54,Extracción 83,"['2023/06/21 07:05:29', '689.00']"
54,Extracción 84,"['2023/06/22 01:17:29', '689.00']"
54,Extracción 85,"['2023/06/22 09:41:29', '689.00']"
54,Extracción 86,"['2023/06/22 19:29:29', '689.00']"
54,Extracción 87,"['2023/06/23 13:41:29', '689.00']"
54,Extracción 88,"['2023/06/23 22:05:29', '689.00']"
54,Extracción 89,"['2023/06/24 06:29:29', '689.00']"
54,Extracción 90,"['2023/06/25 00:41:29', '689.00']"
54,Extracción 91,"['2023/06/25 10:29:29', '689.00']"
54,Extracción 92,"['2023/06/25 18:53:29', '689.00']"
54,Extracción 93,"['2023/06/26 13:05:29', '689.00']"
54,Extracción 94,"['2023/06/26 21:29:29', '689.00']"
54,Extracción 95,"['2023/06/27 07:17:29', '689.00']"
54,Extracción 96,"['2023/06/28 01:29:29', '689.00']"
54,Extracción 97,"['2023/06/28 09:53:29', '689.00']"
54,Extracción 98,"['2023/06/28 19:41:29', '689.00']"
54,Extracción 99,"['2023/06/29 12:29:29', '689.00']"
54,Extracción 100,"['2023/06/29 12:29:29', '689.00']"
