Product ID,N_Extracción,Datos
49,Extracción 0,"['2023/05/11 05:25:48', '1019.00']"
49,Extracción 1,"['2023/05/11 05:25:48', '1019.00']"
49,Extracción 2,"['2023/05/11 22:13:48', '1019.00']"
49,Extracción 3,"['2023/05/12 08:01:48', '1019.00']"
49,Extracción 4,"['2023/05/13 01:12:57', '945.00']"
49,Extracción 5,"['2023/05/13 11:00:57', '945.00']"
49,Extracción 6,"['2023/05/13 19:24:57', '945.00']"
49,Extracción 7,"['2023/05/14 13:36:57', '945.00']"
49,Extracción 8,"['2023/05/14 23:24:57', '945.00']"
49,Extracción 9,"['2023/05/15 08:28:10', '1019.00']"
49,Extracción 10,"['2023/05/16 01:16:10', '1019.00']"
49,Extracción 11,"['2023/05/16 11:04:10', '1019.00']"
49,Extracción 12,"['2023/05/16 20:11:57', '866.15']"
49,Extracción 13,"['2023/05/17 14:23:57', '866.15']"
49,Extracción 14,"['2023/05/17 22:47:57', '866.15']"
49,Extracción 15,"['2023/05/18 07:11:57', '866.15']"
49,Extracción 16,"['2023/05/19 01:40:46', '906.00']"
49,Extracción 17,"['2023/05/19 11:23:30', '866.00']"
49,Extracción 18,"['2023/05/19 19:47:30', '866.00']"
49,Extracción 19,"['2023/05/20 13:59:30', '866.00']"
49,Extracción 20,"['2023/05/20 13:59:30', '866.00']"
49,Extracción 21,"['2023/05/21 08:11:30', '866.00']"
49,Extracción 22,"['2023/05/21 16:35:30', '866.00']"
49,Extracción 23,"['2023/05/22 01:35:30', '906.00']"
49,Extracción 24,"['2023/05/22 19:58:49', '945.00']"
49,Extracción 25,"['2023/05/23 04:22:49', '945.00']"
49,Extracción 26,"['2023/05/23 14:10:49', '945.00']"
49,Extracción 27,"['2023/05/24 08:22:49', '945.00']"
49,Extracción 28,"['2023/05/24 16:46:49', '945.00']"
49,Extracción 29,"['2023/05/25 02:34:49', '945.00']"
49,Extracción 30,"['2023/05/25 19:22:49', '945.00']"
49,Extracción 31,"['2023/05/26 05:10:49', '945.00']"
49,Extracción 32,"['2023/05/26 13:34:49', '945.00']"
49,Extracción 33,"['2023/05/27 07:46:49', '945.00']"
49,Extracción 34,"['2023/05/27 17:34:49', '945.00']"
49,Extracción 35,"['2023/05/28 01:49:34', '1019.00']"
49,Extracción 36,"['2023/05/28 20:33:34', '842.15']"
49,Extracción 37,"['2023/05/29 04:57:34', '842.15']"
49,Extracción 38,"['2023/05/29 13:21:34', '842.15']"
49,Extracción 39,"['2023/05/30 07:33:34', '842.15']"
49,Extracción 40,"['2023/05/30 07:33:34', '842.15']"
49,Extracción 41,"['2023/05/31 01:45:42', '1019.00']"
49,Extracción 42,"['2023/05/31 11:33:42', '1019.00']"
49,Extracción 43,"['2023/05/31 19:57:42', '1019.00']"
49,Extracción 44,"['2023/06/01 14:09:42', '1019.00']"
49,Extracción 45,"['2023/06/01 22:33:42', '1019.00']"
49,Extracción 46,"['2023/06/02 08:21:42', '1019.00']"
49,Extracción 47,"['2023/06/03 02:33:42', '1019.00']"
49,Extracción 48,"['2023/06/03 10:57:42', '1019.00']"
49,Extracción 49,"['2023/06/03 19:21:42', '1019.00']"
49,Extracción 50,"['2023/06/04 13:33:42', '1019.00']"
49,Extracción 51,"['2023/06/04 23:21:42', '1019.00']"
49,Extracción 52,"['2023/06/05 08:35:59', '893.00']"
49,Extracción 53,"['2023/06/06 01:23:59', '893.00']"
49,Extracción 54,"['2023/06/06 11:11:59', '893.00']"
49,Extracción 55,"['2023/06/06 19:35:59', '893.00']"
49,Extracción 56,"['2023/06/07 13:41:39', '892.00']"
49,Extracción 57,"['2023/06/07 23:29:39', '892.00']"
49,Extracción 58,"['2023/06/08 07:53:39', '892.00']"
49,Extracción 59,"['2023/06/09 02:05:39', '892.00']"
49,Extracción 60,"['2023/06/09 02:05:39', '892.00']"
49,Extracción 61,"['2023/06/09 20:04:05', '889.00']"
49,Extracción 62,"['2023/06/10 05:36:00', '896.00']"
49,Extracción 63,"['2023/06/10 14:00:00', '896.00']"
49,Extracción 64,"['2023/06/11 08:12:00', '896.00']"
49,Extracción 65,"['2023/06/11 16:36:00', '896.00']"
49,Extracción 66,"['2023/06/12 01:49:48', '859.00']"
49,Extracción 67,"['2023/06/12 20:01:48', '859.00']"
49,Extracción 68,"['2023/06/13 04:25:48', '859.00']"
49,Extracción 69,"['2023/06/13 14:13:48', '859.00']"
49,Extracción 70,"['2023/06/14 08:25:48', '859.00']"
49,Extracción 71,"['2023/06/14 16:49:48', '859.00']"
49,Extracción 72,"['2023/06/15 02:37:48', '859.00']"
49,Extracción 73,"['2023/06/15 19:25:48', '859.00']"
49,Extracción 74,"['2023/06/16 05:13:48', '859.00']"
49,Extracción 75,"['2023/06/16 13:37:48', '859.00']"
49,Extracción 76,"['2023/06/17 07:49:48', '859.00']"
49,Extracción 77,"['2023/06/17 17:37:48', '859.00']"
49,Extracción 78,"['2023/06/18 02:01:48', '859.00']"
49,Extracción 79,"['2023/06/18 20:13:48', '859.00']"
49,Extracción 80,"['2023/06/18 20:13:48', '859.00']"
49,Extracción 81,"['2023/06/19 14:25:48', '859.00']"
49,Extracción 82,"['2023/06/19 22:49:48', '859.00']"
49,Extracción 83,"['2023/06/20 08:37:48', '859.00']"
49,Extracción 84,"['2023/06/21 01:25:48', '859.00']"
49,Extracción 85,"['2023/06/21 11:13:48', '859.00']"
49,Extracción 86,"['2023/06/21 19:37:48', '859.00']"
49,Extracción 87,"['2023/06/22 13:49:48', '859.00']"
49,Extracción 88,"['2023/06/22 23:37:48', '859.00']"
49,Extracción 89,"['2023/06/23 08:01:48', '859.00']"
49,Extracción 90,"['2023/06/24 02:13:48', '859.00']"
49,Extracción 91,"['2023/06/24 10:37:48', '859.00']"
49,Extracción 92,"['2023/06/24 20:25:48', '859.00']"
49,Extracción 93,"['2023/06/25 14:37:48', '859.00']"
49,Extracción 94,"['2023/06/25 23:01:48', '859.00']"
49,Extracción 95,"['2023/06/26 07:25:48', '859.00']"
49,Extracción 96,"['2023/06/27 01:37:48', '859.00']"
49,Extracción 97,"['2023/06/27 11:25:48', '859.00']"
49,Extracción 98,"['2023/06/27 19:49:48', '859.00']"
49,Extracción 99,"['2023/06/28 14:01:48', '859.00']"
49,Extracción 100,"['2023/06/28 14:01:48', '859.00']"
49,Extracción 101,"['2023/06/29 08:13:30', '889.00']"
49,Extracción 102,"['2023/06/29 16:37:30', '889.00']"
49,Extracción 103,"['2023/06/30 02:25:30', '889.00']"
49,Extracción 104,"['2023/06/30 20:37:30', '889.00']"
49,Extracción 105,"['2023/07/01 05:01:30', '889.00']"
49,Extracción 106,"['2023/07/01 13:25:30', '889.00']"
49,Extracción 107,"['2023/07/02 07:37:30', '889.00']"
49,Extracción 108,"['2023/07/02 17:25:30', '889.00']"
49,Extracción 109,"['2023/07/03 02:07:32', '849.00']"
49,Extracción 110,"['2023/07/03 20:19:32', '849.00']"
49,Extracción 111,"['2023/07/04 04:43:32', '849.00']"
49,Extracción 112,"['2023/07/04 14:31:32', '849.00']"
49,Extracción 113,"['2023/07/05 08:43:32', '849.00']"
49,Extracción 114,"['2023/07/05 17:07:32', '849.00']"
49,Extracción 115,"['2023/07/06 01:31:32', '849.00']"
49,Extracción 116,"['2023/07/06 19:43:32', '849.00']"
49,Extracción 117,"['2023/07/07 05:31:32', '849.00']"
49,Extracción 118,"['2023/07/07 13:58:40', '815.00']"
49,Extracción 119,"['2023/07/08 08:10:40', '815.00']"
49,Extracción 120,"['2023/07/08 08:10:40', '815.00']"
49,Extracción 121,"['2023/07/09 02:22:40', '815.00']"
49,Extracción 122,"['2023/07/09 10:46:40', '815.00']"
49,Extracción 123,"['2023/07/09 20:34:40', '815.00']"
49,Extracción 124,"['2023/07/10 14:46:40', '815.00']"
49,Extracción 125,"['2023/07/10 23:10:40', '815.00']"
49,Extracción 126,"['2023/07/11 07:34:40', '815.00']"
49,Extracción 127,"['2023/07/12 01:46:40', '815.00']"
49,Extracción 128,"['2023/07/12 11:34:40', '815.00']"
49,Extracción 129,"['2023/07/12 19:42:44', '959.00']"
49,Extracción 130,"['2023/07/13 13:45:56', '815.15']"
49,Extracción 131,"['2023/07/13 23:33:56', '815.15']"
49,Extracción 132,"['2023/07/14 07:57:56', '815.15']"
49,Extracción 133,"['2023/07/15 02:09:56', '815.15']"
49,Extracción 134,"['2023/07/15 10:33:56', '815.15']"
49,Extracción 135,"['2023/07/15 20:21:56', '815.15']"
49,Extracción 136,"['2023/07/16 14:33:56', '815.15']"
49,Extracción 137,"['2023/07/16 22:57:56', '815.15']"
49,Extracción 138,"['2023/07/17 08:45:56', '815.15']"
49,Extracción 139,"['2023/07/18 01:32:03', '867.00']"
49,Extracción 140,"['2023/07/18 01:32:03', '867.00']"
49,Extracción 141,"['2023/07/18 19:44:26', '859.00']"
49,Extracción 142,"['2023/07/19 05:32:26', '859.00']"
49,Extracción 143,"['2023/07/19 13:56:26', '859.00']"
49,Extracción 144,"['2023/07/20 08:08:26', '859.00']"
49,Extracción 145,"['2023/07/20 16:32:26', '859.00']"
49,Extracción 146,"['2023/07/21 02:20:26', '859.00']"
49,Extracción 147,"['2023/07/21 20:41:09', '849.00']"
49,Extracción 148,"['2023/07/22 05:05:09', '849.00']"
49,Extracción 149,"['2023/07/22 14:53:09', '849.00']"
49,Extracción 150,"['2023/07/23 07:41:09', '849.00']"
49,Extracción 151,"['2023/07/23 17:29:09', '849.00']"
49,Extracción 152,"['2023/07/24 01:53:09', '849.00']"
49,Extracción 153,"['2023/07/24 20:05:09', '849.00']"
49,Extracción 154,"['2023/07/25 05:53:09', '849.00']"
49,Extracción 155,"['2023/07/25 14:17:09', '849.00']"
49,Extracción 156,"['2023/07/26 08:29:09', '849.00']"
49,Extracción 157,"['2023/07/26 16:53:09', '849.00']"
49,Extracción 158,"['2023/07/27 02:41:09', '849.00']"
49,Extracción 159,"['2023/07/27 20:53:09', '849.00']"
49,Extracción 160,"['2023/07/27 20:53:09', '849.00']"
49,Extracción 161,"['2023/07/28 13:41:09', '849.00']"
49,Extracción 162,"['2023/07/28 23:29:09', '849.00']"
49,Extracción 163,"['2023/07/29 07:53:09', '849.00']"
49,Extracción 164,"['2023/07/30 02:05:09', '849.00']"
49,Extracción 165,"['2023/07/30 11:53:09', '849.00']"
49,Extracción 166,"['2023/07/30 20:17:09', '849.00']"
49,Extracción 167,"['2023/07/31 14:29:09', '849.00']"
49,Extracción 168,"['2023/07/31 22:53:09', '849.00']"
49,Extracción 169,"['2023/08/01 08:41:09', '849.00']"
49,Extracción 170,"['2023/08/02 01:56:54', '819.00']"
49,Extracción 171,"['2023/08/02 11:44:54', '819.00']"
49,Extracción 172,"['2023/08/02 20:08:54', '819.00']"
49,Extracción 173,"['2023/08/03 14:20:54', '819.00']"
49,Extracción 174,"['2023/08/03 22:44:54', '819.00']"
49,Extracción 175,"['2023/08/04 08:32:54', '819.00']"
49,Extracción 176,"['2023/08/05 02:44:54', '819.00']"
49,Extracción 177,"['2023/08/05 11:08:54', '819.00']"
49,Extracción 178,"['2023/08/05 19:55:39', '849.00']"
49,Extracción 179,"['2023/08/06 14:07:39', '849.00']"
49,Extracción 180,"['2023/08/06 14:07:39', '849.00']"
49,Extracción 181,"['2023/08/07 08:19:39', '849.00']"
49,Extracción 182,"['2023/08/07 16:53:47', '819.00']"
49,Extracción 183,"['2023/08/08 02:41:47', '819.00']"
49,Extracción 184,"['2023/08/08 20:53:47', '819.00']"
49,Extracción 185,"['2023/08/09 05:17:47', '819.00']"
49,Extracción 186,"['2023/08/09 13:41:47', '819.00']"
49,Extracción 187,"['2023/08/10 07:53:47', '819.00']"
49,Extracción 188,"['2023/08/10 17:41:47', '819.00']"
49,Extracción 189,"['2023/08/11 02:05:47', '819.00']"
49,Extracción 190,"['2023/08/11 20:17:47', '819.00']"
49,Extracción 191,"['2023/08/12 04:41:47', '819.00']"
49,Extracción 192,"['2023/08/12 14:29:47', '819.00']"
