Product ID,N_Extracción,Datos
51,Extracción 0,"['2023/09/06 16:38:46', '399.00']"
51,Extracción 1,"['2023/09/06 16:38:46', '399.00']"
51,Extracción 2,"['2023/09/06 22:14:46', '399.00']"
51,Extracción 3,"['2023/09/07 01:02:46', '399.00']"
51,Extracción 4,"['2023/09/07 08:02:46', '399.00']"
51,Extracción 5,"['2023/09/07 10:21:16', '329.00']"
51,Extracción 6,"['2023/09/07 14:33:16', '329.00']"
51,Extracción 7,"['2023/09/07 20:09:16', '329.00']"
51,Extracción 8,"['2023/09/07 22:57:16', '329.00']"
51,Extracción 9,"['2023/09/08 03:09:16', '329.00']"
51,Extracción 10,"['2023/09/08 08:45:16', '329.00']"
51,Extracción 11,"['2023/09/08 11:33:16', '329.00']"
51,Extracción 12,"['2023/09/08 15:45:16', '329.00']"
51,Extracción 13,"['2023/09/08 21:21:16', '329.00']"
51,Extracción 14,"['2023/09/09 00:09:16', '329.00']"
51,Extracción 15,"['2023/09/09 04:21:16', '329.00']"
51,Extracción 16,"['2023/09/09 09:57:16', '329.00']"
51,Extracción 17,"['2023/09/09 12:45:16', '329.00']"
51,Extracción 18,"['2023/09/09 16:57:16', '329.00']"
51,Extracción 19,"['2023/09/09 22:33:16', '329.00']"
51,Extracción 20,"['2023/09/09 22:33:16', '329.00']"
51,Extracción 21,"['2023/09/10 05:33:16', '329.00']"
51,Extracción 22,"['2023/09/10 08:21:16', '329.00']"
51,Extracción 23,"['2023/09/10 11:09:16', '329.00']"
51,Extracción 24,"['2023/09/10 18:09:16', '329.00']"
51,Extracción 25,"['2023/09/10 20:57:16', '329.00']"
51,Extracción 26,"['2023/09/10 23:45:16', '329.00']"
51,Extracción 27,"['2023/09/11 06:45:16', '329.00']"
51,Extracción 28,"['2023/09/11 09:33:16', '329.00']"
51,Extracción 29,"['2023/09/11 12:21:16', '329.00']"
51,Extracción 30,"['2023/09/11 19:21:16', '329.00']"
51,Extracción 31,"['2023/09/11 22:09:16', '329.00']"
51,Extracción 32,"['2023/09/12 00:57:16', '329.00']"
51,Extracción 33,"['2023/09/12 07:57:16', '329.00']"
51,Extracción 34,"['2023/09/12 10:45:16', '329.00']"
51,Extracción 35,"['2023/09/12 13:33:16', '329.00']"
51,Extracción 36,"['2023/09/12 20:33:16', '329.00']"
51,Extracción 37,"['2023/09/12 23:21:16', '329.00']"
51,Extracción 38,"['2023/09/13 02:09:16', '329.00']"
51,Extracción 39,"['2023/09/13 09:09:16', '329.00']"
51,Extracción 40,"['2023/09/13 09:09:16', '329.00']"
51,Extracción 41,"['2023/09/13 14:45:16', '329.00']"
51,Extracción 42,"['2023/09/13 17:33:16', '329.00']"
51,Extracción 43,"['2023/09/13 21:45:16', '329.00']"
51,Extracción 44,"['2023/09/14 03:21:16', '329.00']"
51,Extracción 45,"['2023/09/14 06:09:16', '329.00']"
51,Extracción 46,"['2023/09/14 10:21:16', '329.00']"
51,Extracción 47,"['2023/09/14 15:50:28', '299.00']"
51,Extracción 48,"['2023/09/14 20:02:28', '299.00']"
51,Extracción 49,"['2023/09/14 22:50:28', '299.00']"
51,Extracción 50,"['2023/09/15 04:26:28', '299.00']"
51,Extracción 51,"['2023/09/15 08:38:28', '299.00']"
51,Extracción 52,"['2023/09/15 11:26:28', '299.00']"
51,Extracción 53,"['2023/09/15 17:02:28', '299.00']"
51,Extracción 54,"['2023/09/15 21:14:28', '299.00']"
51,Extracción 55,"['2023/09/16 00:02:28', '299.00']"
51,Extracción 56,"['2023/09/16 05:38:28', '299.00']"
51,Extracción 57,"['2023/09/16 09:50:28', '299.00']"
51,Extracción 58,"['2023/09/16 12:38:28', '299.00']"
51,Extracción 59,"['2023/09/16 18:14:28', '299.00']"
51,Extracción 60,"['2023/09/16 18:14:28', '299.00']"
51,Extracción 61,"['2023/09/17 01:14:28', '299.00']"
51,Extracción 62,"['2023/09/17 04:02:28', '299.00']"
51,Extracción 63,"['2023/09/17 06:50:28', '299.00']"
51,Extracción 64,"['2023/09/17 13:50:28', '299.00']"
51,Extracción 65,"['2023/09/17 16:38:28', '299.00']"
51,Extracción 66,"['2023/09/17 19:26:28', '299.00']"
51,Extracción 67,"['2023/09/18 02:26:28', '299.00']"
51,Extracción 68,"['2023/09/18 05:14:28', '299.00']"
51,Extracción 69,"['2023/09/18 08:02:28', '299.00']"
51,Extracción 70,"['2023/09/18 14:58:37', '399.00']"
51,Extracción 71,"['2023/09/18 17:46:37', '399.00']"
51,Extracción 72,"['2023/09/18 20:34:37', '399.00']"
51,Extracción 73,"['2023/09/19 03:34:37', '399.00']"
51,Extracción 74,"['2023/09/19 06:22:37', '399.00']"
51,Extracción 75,"['2023/09/19 09:10:37', '399.00']"
51,Extracción 76,"['2023/09/19 16:10:37', '399.00']"
51,Extracción 77,"['2023/09/19 18:53:34', '329.00']"
51,Extracción 78,"['2023/09/19 21:41:34', '329.00']"
51,Extracción 79,"['2023/09/20 04:41:34', '329.00']"
51,Extracción 80,"['2023/09/20 04:41:34', '329.00']"
51,Extracción 81,"['2023/09/20 10:17:34', '329.00']"
51,Extracción 82,"['2023/09/20 14:29:34', '329.00']"
51,Extracción 83,"['2023/09/20 17:16:40', '299.00']"
51,Extracción 84,"['2023/09/20 22:52:40', '299.00']"
51,Extracción 85,"['2023/09/21 03:04:40', '299.00']"
51,Extracción 86,"['2023/09/21 05:52:40', '299.00']"
51,Extracción 87,"['2023/09/21 12:52:40', '299.00']"
51,Extracción 88,"['2023/09/21 15:40:40', '299.00']"
51,Extracción 89,"['2023/09/21 18:28:40', '299.00']"
51,Extracción 90,"['2023/09/22 01:28:40', '299.00']"
51,Extracción 91,"['2023/09/22 04:16:40', '299.00']"
51,Extracción 92,"['2023/09/22 07:04:40', '299.00']"
51,Extracción 93,"['2023/09/22 14:04:40', '299.00']"
51,Extracción 94,"['2023/09/22 16:52:40', '299.00']"
51,Extracción 95,"['2023/09/22 19:40:40', '299.00']"
51,Extracción 96,"['2023/09/23 02:40:40', '299.00']"
51,Extracción 97,"['2023/09/23 05:28:40', '299.00']"
51,Extracción 98,"['2023/09/23 08:16:40', '299.00']"
51,Extracción 99,"['2023/09/23 15:16:40', '299.00']"
51,Extracción 100,"['2023/09/23 15:16:40', '299.00']"
51,Extracción 101,"['2023/09/23 20:52:40', '299.00']"
51,Extracción 102,"['2023/09/23 23:40:40', '299.00']"
51,Extracción 103,"['2023/09/24 03:52:40', '299.00']"
51,Extracción 104,"['2023/09/24 09:28:40', '299.00']"
51,Extracción 105,"['2023/09/24 12:16:40', '299.00']"
51,Extracción 106,"['2023/09/24 16:28:40', '299.00']"
51,Extracción 107,"['2023/09/24 22:04:40', '299.00']"
51,Extracción 108,"['2023/09/25 00:52:40', '299.00']"
51,Extracción 109,"['2023/09/25 05:04:40', '299.00']"
51,Extracción 110,"['2023/09/25 10:40:40', '299.00']"
51,Extracción 111,"['2023/09/25 13:28:40', '299.00']"
51,Extracción 112,"['2023/09/25 17:40:40', '299.00']"
51,Extracción 113,"['2023/09/25 23:16:40', '299.00']"
51,Extracción 114,"['2023/09/26 02:04:40', '299.00']"
51,Extracción 115,"['2023/09/26 06:16:40', '299.00']"
51,Extracción 116,"['2023/09/26 11:52:40', '299.00']"
51,Extracción 117,"['2023/09/26 14:40:40', '299.00']"
51,Extracción 118,"['2023/09/26 18:52:40', '299.00']"
51,Extracción 119,"['2023/09/27 00:28:40', '299.00']"
51,Extracción 120,"['2023/09/27 00:28:40', '299.00']"
51,Extracción 121,"['2023/09/27 07:28:40', '299.00']"
51,Extracción 122,"['2023/09/27 10:16:40', '299.00']"
51,Extracción 123,"['2023/09/27 13:04:40', '299.00']"
51,Extracción 124,"['2023/09/27 20:04:40', '299.00']"
51,Extracción 125,"['2023/09/27 22:52:40', '299.00']"
51,Extracción 126,"['2023/09/28 01:40:40', '299.00']"
51,Extracción 127,"['2023/09/28 08:40:40', '299.00']"
51,Extracción 128,"['2023/09/28 11:28:40', '299.00']"
51,Extracción 129,"['2023/09/28 14:16:40', '299.00']"
51,Extracción 130,"['2023/09/28 21:16:40', '299.00']"
51,Extracción 131,"['2023/09/29 00:04:40', '299.00']"
51,Extracción 132,"['2023/09/29 02:52:40', '299.00']"
51,Extracción 133,"['2023/09/29 09:52:40', '299.00']"
51,Extracción 134,"['2023/09/29 12:40:40', '299.00']"
51,Extracción 135,"['2023/09/29 15:28:40', '299.00']"
51,Extracción 136,"['2023/09/29 22:28:40', '299.00']"
51,Extracción 137,"['2023/09/30 01:16:40', '299.00']"
51,Extracción 138,"['2023/09/30 04:04:40', '299.00']"
51,Extracción 139,"['2023/09/30 11:04:40', '299.00']"
51,Extracción 140,"['2023/09/30 11:04:40', '299.00']"
51,Extracción 141,"['2023/09/30 16:40:40', '299.00']"
51,Extracción 142,"['2023/09/30 19:28:40', '299.00']"
51,Extracción 143,"['2023/09/30 23:40:40', '299.00']"
51,Extracción 144,"['2023/10/01 05:39:07', '399.00']"
51,Extracción 145,"['2023/10/01 08:27:07', '399.00']"
51,Extracción 146,"['2023/10/01 11:15:07', '399.00']"
51,Extracción 147,"['2023/10/01 18:15:07', '399.00']"
51,Extracción 148,"['2023/10/01 21:03:07', '399.00']"
51,Extracción 149,"['2023/10/01 23:51:07', '399.00']"
51,Extracción 150,"['2023/10/02 06:51:07', '399.00']"
51,Extracción 151,"['2023/10/02 09:39:07', '399.00']"
51,Extracción 152,"['2023/10/02 12:27:07', '399.00']"
51,Extracción 153,"['2023/10/02 19:27:07', '399.00']"
51,Extracción 154,"['2023/10/02 22:15:07', '399.00']"
51,Extracción 155,"['2023/10/03 01:03:07', '399.00']"
51,Extracción 156,"['2023/10/03 08:03:07', '399.00']"
51,Extracción 157,"['2023/10/03 10:51:07', '399.00']"
51,Extracción 158,"['2023/10/03 13:39:07', '399.00']"
51,Extracción 159,"['2023/10/03 20:39:07', '399.00']"
51,Extracción 160,"['2023/10/03 20:39:07', '399.00']"
51,Extracción 161,"['2023/10/04 02:15:07', '399.00']"
51,Extracción 162,"['2023/10/04 06:27:07', '399.00']"
51,Extracción 163,"['2023/10/04 09:15:07', '399.00']"
51,Extracción 164,"['2023/10/04 14:51:07', '399.00']"
51,Extracción 165,"['2023/10/04 19:03:07', '399.00']"
51,Extracción 166,"['2023/10/04 21:51:07', '399.00']"
51,Extracción 167,"['2023/10/05 03:27:07', '399.00']"
51,Extracción 168,"['2023/10/05 07:39:07', '399.00']"
51,Extracción 169,"['2023/10/05 10:27:07', '399.00']"
51,Extracción 170,"['2023/10/05 16:03:07', '399.00']"
51,Extracción 171,"['2023/10/05 20:15:07', '399.00']"
51,Extracción 172,"['2023/10/05 23:03:07', '399.00']"
51,Extracción 173,"['2023/10/06 04:39:07', '399.00']"
51,Extracción 174,"['2023/10/06 08:51:07', '399.00']"
51,Extracción 175,"['2023/10/06 11:39:07', '399.00']"
51,Extracción 176,"['2023/10/06 18:13:35', '359.00']"
51,Extracción 177,"['2023/10/06 21:01:35', '359.00']"
51,Extracción 178,"['2023/10/06 23:49:35', '359.00']"
51,Extracción 179,"['2023/10/07 06:49:35', '359.00']"
51,Extracción 180,"['2023/10/07 06:49:35', '359.00']"
51,Extracción 181,"['2023/10/07 12:25:35', '359.00']"
51,Extracción 182,"['2023/10/07 16:37:35', '359.00']"
51,Extracción 183,"['2023/10/07 19:25:35', '359.00']"
51,Extracción 184,"['2023/10/08 01:01:35', '359.00']"
51,Extracción 185,"['2023/10/08 05:13:35', '359.00']"
51,Extracción 186,"['2023/10/08 08:01:35', '359.00']"
51,Extracción 187,"['2023/10/08 13:37:35', '359.00']"
51,Extracción 188,"['2023/10/08 17:49:35', '359.00']"
51,Extracción 189,"['2023/10/08 20:49:02', '296.69']"
51,Extracción 190,"['2023/10/09 02:25:02', '296.69']"
51,Extracción 191,"['2023/10/09 05:13:02', '296.69']"
51,Extracción 192,"['2023/10/09 09:25:02', '296.69']"
51,Extracción 193,"['2023/10/09 15:01:02', '296.69']"
51,Extracción 194,"['2023/10/09 17:49:02', '296.69']"
51,Extracción 195,"[0, 0]"
51,Extracción 196,"['2023/10/10 03:37:02', '296.69']"
51,Extracción 197,"['2023/10/10 06:25:02', '296.69']"
51,Extracción 198,"['2023/10/10 10:37:02', '296.69']"
51,Extracción 199,"['2023/10/10 16:17:00', '359.00']"
51,Extracción 200,"['2023/10/10 16:17:00', '359.00']"
51,Extracción 201,"['2023/10/10 23:17:00', '359.00']"
51,Extracción 202,"['2023/10/11 01:41:59', '399.00']"
51,Extracción 203,"['2023/10/11 04:29:59', '399.00']"
51,Extracción 204,"['2023/10/11 11:29:59', '399.00']"
51,Extracción 205,"['2023/10/11 14:17:59', '399.00']"
51,Extracción 206,"['2023/10/11 17:05:59', '399.00']"
51,Extracción 207,"['2023/10/12 00:05:59', '399.00']"
51,Extracción 208,"['2023/10/12 02:53:59', '399.00']"
51,Extracción 209,"['2023/10/12 05:41:59', '399.00']"
51,Extracción 210,"['2023/10/12 13:14:37', '329.00']"
51,Extracción 211,"['2023/10/12 16:02:37', '329.00']"
51,Extracción 212,"['2023/10/12 18:50:37', '329.00']"
51,Extracción 213,"['2023/10/13 01:50:37', '329.00']"
51,Extracción 214,"['2023/10/13 04:38:37', '329.00']"
51,Extracción 215,"['2023/10/13 07:26:37', '329.00']"
51,Extracción 216,"['2023/10/13 14:26:37', '329.00']"
