Product ID,N_Extracción,Datos
45,Extracción 0,"['2023/05/11 05:12:48', '799.00']"
45,Extracción 1,"['2023/05/11 05:12:48', '799.00']"
45,Extracción 2,"['2023/05/11 22:00:48', '799.00']"
45,Extracción 3,"['2023/05/12 07:48:48', '799.00']"
45,Extracción 4,"['2023/05/13 02:00:48', '799.00']"
45,Extracción 5,"['2023/05/13 10:24:48', '799.00']"
45,Extracción 6,"['2023/05/13 20:12:48', '799.00']"
45,Extracción 7,"['2023/05/14 14:24:48', '799.00']"
45,Extracción 8,"['2023/05/14 22:48:48', '799.00']"
45,Extracción 9,"['2023/05/15 07:12:48', '799.00']"
45,Extracción 10,"['2023/05/16 01:24:48', '799.00']"
45,Extracción 11,"['2023/05/16 11:12:48', '799.00']"
45,Extracción 12,"['2023/05/16 19:36:48', '799.00']"
45,Extracción 13,"['2023/05/17 13:48:48', '799.00']"
45,Extracción 14,"['2023/05/17 22:12:48', '799.00']"
45,Extracción 15,"['2023/05/18 08:00:48', '799.00']"
45,Extracción 16,"['2023/05/19 02:12:48', '799.00']"
45,Extracción 17,"['2023/05/19 10:36:48', '799.00']"
45,Extracción 18,"['2023/05/19 20:24:48', '799.00']"
45,Extracción 19,"['2023/05/20 13:12:48', '799.00']"
45,Extracción 20,"['2023/05/20 13:12:48', '799.00']"
45,Extracción 21,"['2023/05/21 07:24:48', '799.00']"
45,Extracción 22,"['2023/05/21 17:12:48', '799.00']"
45,Extracción 23,"['2023/05/22 01:36:48', '799.00']"
45,Extracción 24,"['2023/05/22 19:48:48', '799.00']"
45,Extracción 25,"['2023/05/23 04:12:48', '799.00']"
45,Extracción 26,"['2023/05/23 14:00:48', '799.00']"
45,Extracción 27,"['2023/05/24 08:12:48', '799.00']"
45,Extracción 28,"['2023/05/24 16:36:48', '799.00']"
45,Extracción 29,"['2023/05/25 02:24:48', '799.00']"
45,Extracción 30,"['2023/05/25 19:12:48', '799.00']"
45,Extracción 31,"['2023/05/26 05:00:48', '799.00']"
45,Extracción 32,"['2023/05/26 13:24:48', '799.00']"
45,Extracción 33,"['2023/05/27 07:36:48', '799.00']"
45,Extracción 34,"['2023/05/27 17:24:48', '799.00']"
45,Extracción 35,"['2023/05/28 01:48:48', '799.00']"
45,Extracción 36,"['2023/05/28 20:00:48', '799.00']"
45,Extracción 37,"['2023/05/29 04:24:48', '799.00']"
