Product ID,N_Extracción,Datos
47,Extracción 0,"['2023/05/12 06:21:27', '906.00']"
47,Extracción 1,"['2023/05/12 06:21:27', '906.00']"
47,Extracción 2,"['2023/05/13 00:33:27', '906.00']"
47,Extracción 3,"['2023/05/13 08:57:27', '906.00']"
47,Extracción 4,"['2023/05/14 03:09:27', '906.00']"
47,Extracción 5,"['2023/05/14 11:33:27', '906.00']"
47,Extracción 6,"['2023/05/14 21:21:27', '906.00']"
47,Extracción 7,"['2023/05/15 15:33:27', '906.00']"
47,Extracción 8,"['2023/05/15 23:57:27', '906.00']"
47,Extracción 9,"['2023/05/16 08:21:27', '906.00']"
47,Extracción 10,"['2023/05/17 02:45:52', '920.00']"
47,Extracción 11,"['2023/05/17 12:33:52', '920.00']"
47,Extracción 12,"['2023/05/17 20:57:52', '920.00']"
47,Extracción 13,"['2023/05/18 15:26:45', '919.00']"
47,Extracción 14,"['2023/05/19 00:06:05', '940.00']"
47,Extracción 15,"['2023/05/19 08:28:30', '962.00']"
47,Extracción 16,"['2023/05/20 03:35:00', '889.00']"
47,Extracción 17,"['2023/05/20 11:59:00', '889.00']"
47,Extracción 18,"['2023/05/20 20:23:00', '889.00']"
47,Extracción 19,"['2023/05/21 14:35:00', '889.00']"
47,Extracción 20,"['2023/05/21 14:35:00', '889.00']"
47,Extracción 21,"['2023/05/22 08:47:00', '889.00']"
47,Extracción 22,"['2023/05/22 17:46:05', '908.00']"
47,Extracción 23,"['2023/05/23 02:45:44', '901.00']"
47,Extracción 24,"['2023/05/23 21:14:01', '917.00']"
47,Extracción 25,"['2023/05/24 05:38:01', '917.00']"
47,Extracción 26,"['2023/05/24 15:26:36', '921.00']"
47,Extracción 27,"['2023/05/25 08:28:43', '922.00']"
47,Extracción 28,"['2023/05/25 18:30:17', '926.00']"
47,Extracción 29,"['2023/05/26 02:54:17', '926.00']"
47,Extracción 30,"['2023/05/26 20:59:02', '932.00']"
47,Extracción 31,"['2023/05/27 05:23:02', '932.00']"
47,Extracción 32,"['2023/05/27 15:26:52', '934.00']"
47,Extracción 33,"['2023/05/28 08:27:00', '935.00']"
47,Extracción 34,"['2023/05/28 18:15:00', '935.00']"
47,Extracción 35,"['2023/05/29 02:39:00', '935.00']"
47,Extracción 36,"['2023/05/29 20:51:00', '935.00']"
47,Extracción 37,"['2023/05/30 06:39:00', '935.00']"
47,Extracción 38,"['2023/05/30 15:02:43', '941.00']"
47,Extracción 39,"['2023/05/31 08:26:42', '958.00']"
47,Extracción 40,"['2023/05/31 08:26:42', '958.00']"
47,Extracción 41,"['2023/06/01 03:06:48', '968.00']"
47,Extracción 42,"['2023/06/01 11:30:48', '968.00']"
47,Extracción 43,"['2023/06/01 21:17:35', '974.00']"
47,Extracción 44,"['2023/06/02 15:41:34', '999.00']"
47,Extracción 45,"['2023/06/03 00:05:34', '999.00']"
47,Extracción 46,"['2023/06/03 08:29:34', '999.00']"
47,Extracción 47,"['2023/06/04 02:41:34', '999.00']"
47,Extracción 48,"['2023/06/04 12:29:34', '999.00']"
47,Extracción 49,"['2023/06/04 20:53:34', '999.00']"
