Product ID,N_Extracción,Datos
56,Extracción 0,"['2023/05/12 04:03:11', '63.99']"
56,Extracción 1,"['2023/05/12 04:03:11', '63.99']"
56,Extracción 2,"['2023/05/12 22:15:11', '63.99']"
56,Extracción 3,"['2023/05/13 06:39:11', '63.99']"
56,Extracción 4,"['2023/05/14 00:51:11', '63.99']"
56,Extracción 5,"['2023/05/14 10:39:11', '63.99']"
56,Extracción 6,"['2023/05/14 19:03:11', '63.99']"
56,Extracción 7,"['2023/05/15 13:15:11', '63.99']"
56,Extracción 8,"['2023/05/15 21:39:11', '63.99']"
56,Extracción 9,"['2023/05/16 07:27:11', '63.99']"
56,Extracción 10,"['2023/05/17 01:17:45', '54.39']"
56,Extracción 11,"['2023/05/17 09:41:45', '54.39']"
56,Extracción 12,"['2023/05/17 19:29:45', '54.39']"
56,Extracción 13,"['2023/05/18 12:30:01', '63.99']"
56,Extracción 14,"['2023/05/18 22:18:01', '63.99']"
56,Extracción 15,"['2023/05/19 06:42:01', '63.99']"
56,Extracción 16,"['2023/05/20 01:27:04', '64.99']"
56,Extracción 17,"['2023/05/20 09:50:43', '65.99']"
56,Extracción 18,"['2023/05/20 19:38:43', '65.99']"
56,Extracción 19,"['2023/05/21 12:26:43', '65.99']"
56,Extracción 20,"['2023/05/21 12:26:43', '65.99']"
56,Extracción 21,"['2023/05/22 07:02:21', '66.99']"
56,Extracción 22,"['2023/05/22 15:26:21', '66.99']"
56,Extracción 23,"['2023/05/23 01:45:53', '63.99']"
56,Extracción 24,"['2023/05/23 18:33:53', '63.99']"
56,Extracción 25,"['2023/05/24 04:21:53', '63.99']"
56,Extracción 26,"['2023/05/24 12:45:53', '63.99']"
56,Extracción 27,"['2023/05/25 06:57:53', '63.99']"
56,Extracción 28,"['2023/05/25 16:45:53', '63.99']"
56,Extracción 29,"['2023/05/26 01:09:53', '63.99']"
56,Extracción 30,"['2023/05/26 19:21:53', '63.99']"
56,Extracción 31,"['2023/05/27 03:45:53', '63.99']"
56,Extracción 32,"['2023/05/27 13:33:53', '63.99']"
56,Extracción 33,"['2023/05/28 07:45:53', '63.99']"
56,Extracción 34,"['2023/05/28 16:09:53', '63.99']"
56,Extracción 35,"['2023/05/29 00:58:24', '52.88']"
56,Extracción 36,"['2023/05/29 19:10:24', '52.88']"
56,Extracción 37,"['2023/05/30 03:34:24', '52.88']"
56,Extracción 38,"['2023/05/30 13:10:05', '63.99']"
56,Extracción 39,"['2023/05/31 07:05:47', '62.90']"
56,Extracción 40,"['2023/05/31 07:05:47', '62.90']"
56,Extracción 41,"['2023/06/01 01:17:47', '62.90']"
56,Extracción 42,"['2023/06/01 09:41:47', '62.90']"
56,Extracción 43,"['2023/06/01 19:29:47', '62.90']"
56,Extracción 44,"['2023/06/02 13:41:47', '62.90']"
56,Extracción 45,"['2023/06/02 22:05:47', '62.90']"
56,Extracción 46,"['2023/06/03 06:29:47', '62.90']"
56,Extracción 47,"['2023/06/04 00:41:47', '62.90']"
