Product ID,N_Extracción,Datos
48,Extracción 0,"['2023/11/02 18:14:12', '218.00']"
48,Extracción 1,"['2023/11/02 18:14:12', '218.00']"
48,Extracción 2,"['2023/11/02 18:57:52', '218.00']"
48,Extracción 3,"['2023/11/02 19:19:41', '218.00']"
48,Extracción 4,"['2023/11/02 20:07:43', '218.00']"
48,Extracción 5,"['2023/11/02 20:29:33', '218.00']"
48,Extracción 6,"['2023/11/02 20:51:22', '218.00']"
48,Extracción 7,"['2023/11/02 21:39:24', '218.00']"
48,Extracción 8,"['2023/11/02 22:01:14', '218.00']"
48,Extracción 9,"['2023/11/02 22:23:03', '218.00']"
48,Extracción 10,"['2023/11/02 23:11:05', '218.00']"
48,Extracción 11,"['2023/11/02 23:32:55', '218.00']"
48,Extracción 12,"['2023/11/02 23:54:44', '218.00']"
48,Extracción 13,"['2023/11/03 00:42:46', '218.00']"
48,Extracción 14,"['2023/11/03 01:04:36', '218.00']"
48,Extracción 15,"['2023/11/03 01:26:25', '218.00']"
48,Extracción 16,"['2023/11/03 02:14:27', '218.00']"
48,Extracción 17,"['2023/11/03 02:36:17', '218.00']"
48,Extracción 18,"['2023/11/03 02:58:06', '218.00']"
48,Extracción 19,"['2023/11/03 03:46:08', '218.00']"
48,Extracción 20,"['2023/11/03 03:46:08', '218.00']"
48,Extracción 21,"[0, 0]"
48,Extracción 22,"[0, 0]"
48,Extracción 23,"['2028/11/03 05:17:49', '218.00']"
48,Extracción 24,"['2023/11/03 06:01:29', '218.00']"
48,Extracción 25,"[0, 0]"
48,Extracción 26,"['2023/11/03 06:49:30', '218.00']"
48,Extracción 27,"[0, 0]"
48,Extracción 28,"[0, 0]"
48,Extracción 29,"['2023/11/03 08:21:11', '218.00']"
48,Extracción 30,"[0, 0]"
48,Extracción 31,"[0, 0]"
48,Extracción 32,"['2023/11/03 09:52:52', '218.00']"
48,Extracción 33,"[0, 0]"
48,Extracción 34,"[0, 0]"
48,Extracción 35,"[0, 0]"
48,Extracción 36,"['2023/11/03 12:08:13', '107.98']"
48,Extracción 37,"['2023/11/03 12:34:24', '107.98']"
48,Extracción 38,"['2023/11/03 12:56:14', '107.98']"
48,Extracción 39,"['2023/11/03 13:39:54', '107.98']"
48,Extracción 40,"[0, 0]"
48,Extracción 41,"['2023/11/03 14:27:55', '107.98']"
48,Extracción 42,"[0, 0]"
48,Extracción 43,"['2023/11/03 15:11:35', '107.98']"
48,Extracción 44,"['2023/11/03 15:59:36', '107.98']"
