Product ID,N_Extracción,Fecha,Precio
15,Extracción 0,'2023/10/09 16:45:07','685.12'
15,Extracción 1,'2023/10/09 16:45:07','685.12'
15,Extracción 2,'2023/10/09 20:57:07','685.12'
15,Extracción 3,'2023/10/09 22:21:07','685.12'
15,Extracción 4,'2023/10/10 01:09:07','685.12'
15,Extracción 5,'2023/10/10 03:57:07','685.12'
15,Extracción 6,'2023/10/10 05:21:07','685.12'
15,Extracción 7,'2023/10/10 08:09:07','685.12'
15,Extracción 8,'2023/10/10 10:43:27','829.00'
15,Extracción 9,'2023/10/10 12:07:27','829.00'
15,Extracción 10,'2023/10/10 14:55:27','829.00'
15,Extracción 11,'2023/10/10 17:43:27','829.00'
15,Extracción 12,'2023/10/10 19:07:27','829.00'
15,Extracción 13,'2023/10/10 21:55:27','829.00'
15,Extracción 14,'2023/10/10 23:19:27','829.00'
15,Extracción 15,'2023/10/11 02:07:27','829.00'
15,Extracción 16,'2023/10/11 04:55:27','829.00'
15,Extracción 17,'2023/10/11 06:19:27','829.00'
15,Extracción 18,'2023/10/11 08:38:43','729.00'
15,Extracción 19,'2023/10/11 11:26:43','729.00'
15,Extracción 20,'2023/10/11 11:26:43','729.00'
15,Extracción 21,'2023/10/11 15:38:43','729.00'
15,Extracción 22,'2023/10/11 17:02:43','729.00'
15,Extracción 23,'2023/10/11 18:26:43','729.00'
15,Extracción 24,'2023/10/11 21:14:43','729.00'
15,Extracción 25,'2023/10/12 00:02:43','729.00'
15,Extracción 26,'2023/10/12 01:26:43','729.00'
15,Extracción 27,'2023/10/12 04:14:43','729.00'
15,Extracción 28,'2023/10/12 07:02:43','729.00'
15,Extracción 29,'2023/10/12 08:26:43','729.00'
15,Extracción 30,'2023/10/12 11:14:43','729.00'
15,Extracción 31,'2023/10/12 12:38:43','729.00'
15,Extracción 32,'2023/10/12 15:26:43','729.00'
15,Extracción 33,'2023/10/12 18:14:43','729.00'
15,Extracción 34,'2023/10/12 19:38:43','729.00'
15,Extracción 35,'2023/10/12 21:02:43','729.00'
15,Extracción 36,'2023/10/13 01:14:43','729.00'
15,Extracción 37,'2023/10/13 02:38:43','729.00'
15,Extracción 38,'2023/10/13 04:02:43','729.00'
15,Extracción 39,'2023/10/13 08:14:43','729.00'
15,Extracción 40,'2023/10/13 08:14:43','729.00'
15,Extracción 41,'2023/10/13 11:02:43','729.00'
15,Extracción 42,'2023/10/13 12:26:43','729.00'
15,Extracción 43,'2023/10/13 15:14:43','729.00'
15,Extracción 44,'2023/10/13 18:02:43','729.00'
15,Extracción 45,'2023/10/13 19:26:43','729.00'
15,Extracción 46,'2023/10/13 20:50:43','729.00'
15,Extracción 47,'2023/10/14 01:02:43','729.00'
15,Extracción 48,'2023/10/14 02:26:43','729.00'
15,Extracción 49,'2023/10/14 03:50:43','729.00'
15,Extracción 50,'2023/10/14 08:02:43','729.00'
15,Extracción 51,'2023/10/14 09:26:43','729.00'
15,Extracción 52,'2023/10/14 10:50:43','729.00'
15,Extracción 53,'2023/10/14 15:02:43','729.00'
15,Extracción 54,'2023/10/14 16:26:43','729.00'
15,Extracción 55,'2023/10/14 17:50:43','729.00'
15,Extracción 56,'2023/10/14 20:38:43','729.00'
15,Extracción 57,'2023/10/14 23:26:43','729.00'
15,Extracción 58,'2023/10/15 00:50:43','729.00'
15,Extracción 59,'2023/10/15 03:38:43','729.00'
15,Extracción 60,'2023/10/15 03:38:43','729.00'
15,Extracción 61,'2023/10/15 07:50:43','729.00'
15,Extracción 62,'2023/10/15 09:14:43','729.00'
15,Extracción 63,'2023/10/15 10:38:43','729.00'
15,Extracción 64,'2023/10/15 14:50:43','729.00'
15,Extracción 65,'2023/10/15 16:14:43','729.00'
15,Extracción 66,'2023/10/15 17:38:43','729.00'
15,Extracción 67,'2023/10/15 20:26:43','729.00'
15,Extracción 68,'2023/10/15 23:14:43','729.00'
15,Extracción 69,'2023/10/16 00:38:43','729.00'
15,Extracción 70,'2023/10/16 03:26:43','729.00'
15,Extracción 71,'2023/10/16 04:50:43','729.00'
15,Extracción 72,'2023/10/16 07:38:43','729.00'
15,Extracción 73,'2023/10/16 10:26:43','729.00'
15,Extracción 74,'2023/10/16 11:50:43','729.00'
15,Extracción 75,'2023/10/16 13:14:43','729.00'
15,Extracción 76,'2023/10/16 17:26:43','729.00'
15,Extracción 77,'2023/10/16 18:50:43','729.00'
15,Extracción 78,'2023/10/16 20:14:43','729.00'
15,Extracción 79,'2023/10/17 00:26:43','729.00'
15,Extracción 80,'2023/10/17 00:26:43','729.00'
15,Extracción 81,'2023/10/17 03:14:43','729.00'
15,Extracción 82,'2023/10/17 04:38:43','729.00'
15,Extracción 83,'2023/10/17 07:26:43','729.00'
15,Extracción 84,'2023/10/17 10:14:43','729.00'
15,Extracción 85,'2023/10/17 11:38:43','729.00'
15,Extracción 86,'2023/10/17 13:02:43','729.00'
15,Extracción 87,'2023/10/17 17:14:43','729.00'
15,Extracción 88,'2023/10/17 18:38:43','729.00'
15,Extracción 89,'2023/10/17 20:02:43','729.00'
15,Extracción 90,'2023/10/18 00:14:43','729.00'
15,Extracción 91,'2023/10/18 01:38:43','729.00'
15,Extracción 92,'2023/10/18 03:02:43','729.00'
15,Extracción 93,'2023/10/18 07:14:43','729.00'
15,Extracción 94,'2023/10/18 08:38:43','729.00'
15,Extracción 95,'2023/10/18 10:02:43','729.00'
15,Extracción 96,'2023/10/18 12:50:43','729.00'
15,Extracción 97,'2023/10/18 15:38:43','729.00'
15,Extracción 98,'2023/10/18 17:02:43','729.00'
15,Extracción 99,'2023/10/18 19:50:43','729.00'
15,Extracción 100,'2023/10/18 19:50:43','729.00'
15,Extracción 101,'2023/10/19 00:02:43','729.00'
15,Extracción 102,'2023/10/19 01:26:43','729.00'
15,Extracción 103,'2023/10/19 02:50:43','729.00'
15,Extracción 104,'2023/10/19 07:02:43','729.00'
15,Extracción 105,'2023/10/19 08:26:43','729.00'
15,Extracción 106,'2023/10/19 09:50:43','729.00'
15,Extracción 107,'2023/10/19 12:38:43','729.00'
15,Extracción 108,'2023/10/19 15:26:43','729.00'
15,Extracción 109,'2023/10/19 16:50:43','729.00'
15,Extracción 110,'2023/10/19 19:38:43','729.00'
15,Extracción 111,'2023/10/19 21:02:43','729.00'
15,Extracción 112,'2023/10/19 23:50:43','729.00'
15,Extracción 113,'2023/10/20 02:38:43','729.00'
15,Extracción 114,'2023/10/20 04:02:43','729.00'
15,Extracción 115,'2023/10/20 05:26:43','729.00'
15,Extracción 116,'2023/10/20 09:38:43','729.00'
15,Extracción 117,'2023/10/20 10:42:09','829.00'
15,Extracción 118,'2023/10/20 13:30:09','829.00'
15,Extracción 119,'2023/10/20 16:18:09','829.00'
15,Extracción 120,'2023/10/20 16:18:09','829.00'
15,Extracción 121,'2023/10/20 19:06:09','829.00'
15,Extracción 122,'2023/10/20 21:54:09','829.00'
15,Extracción 123,'2023/10/20 23:18:09','829.00'
15,Extracción 124,'2023/10/21 02:06:09','829.00'
15,Extracción 125,'2023/10/21 03:30:09','829.00'
15,Extracción 126,'2023/10/21 06:18:09','829.00'
15,Extracción 127,'2023/10/21 09:06:09','829.00'
15,Extracción 128,'2023/10/21 10:30:09','829.00'
15,Extracción 129,'2023/10/21 13:18:09','829.00'
15,Extracción 130,'2023/10/21 16:06:09','829.00'
15,Extracción 131,'2023/10/21 17:30:09','829.00'
15,Extracción 132,'2023/10/21 18:54:09','829.00'
15,Extracción 133,'2023/10/21 23:06:09','829.00'
15,Extracción 134,'2023/10/22 00:30:09','829.00'
15,Extracción 135,'2023/10/22 01:54:09','829.00'
15,Extracción 136,'2023/10/22 06:06:09','829.00'
15,Extracción 137,'2023/10/22 07:30:09','829.00'
15,Extracción 138,'2023/10/22 08:54:09','829.00'
15,Extracción 139,'2023/10/22 13:06:09','829.00'
15,Extracción 140,'2023/10/22 13:06:09','829.00'
15,Extracción 141,'2023/10/22 15:54:09','829.00'
15,Extracción 142,'2023/10/22 17:18:09','829.00'
15,Extracción 143,'2023/10/22 18:42:09','829.00'
15,Extracción 144,'2023/10/22 22:54:09','829.00'
15,Extracción 145,'2023/10/23 00:18:09','829.00'
15,Extracción 146,'2023/10/23 01:42:09','829.00'
15,Extracción 147,'2023/10/23 05:54:09','829.00'
15,Extracción 148,'2023/10/23 07:18:09','829.00'
15,Extracción 149,'2023/10/23 08:42:09','829.00'
15,Extracción 150,'2023/10/23 11:30:09','829.00'
15,Extracción 151,'2023/10/23 14:18:09','829.00'
15,Extracción 152,'2023/10/23 15:42:09','829.00'
15,Extracción 153,'2023/10/23 18:30:09','829.00'
15,Extracción 154,'2023/10/23 21:18:09','829.00'
15,Extracción 155,'2023/10/23 22:42:09','829.00'
15,Extracción 156,'2023/10/24 01:30:09','829.00'
15,Extracción 157,'2023/10/24 02:54:09','829.00'
15,Extracción 158,'2023/10/24 05:42:09','829.00'
15,Extracción 159,'2023/10/24 08:30:09','829.00'
15,Extracción 160,'2023/10/24 08:30:09','829.00'
15,Extracción 161,'2023/10/24 11:18:09','829.00'
15,Extracción 162,'2023/10/24 14:06:09','829.00'
15,Extracción 163,'2023/10/24 15:30:09','829.00'
15,Extracción 164,'2023/10/24 18:18:09','829.00'
15,Extracción 165,'2023/10/24 21:06:09','829.00'
15,Extracción 166,'2023/10/24 22:30:09','829.00'
15,Extracción 167,'2023/10/25 01:18:09','829.00'
15,Extracción 168,'2023/10/25 02:42:09','829.00'
15,Extracción 169,'2023/10/25 05:30:09','829.00'
15,Extracción 170,'2023/10/25 08:18:09','829.00'
15,Extracción 171,'2023/10/25 09:42:09','829.00'
15,Extracción 172,'2023/10/25 11:06:09','829.00'
15,Extracción 173,'2023/10/25 15:18:09','829.00'
15,Extracción 174,'2023/10/25 16:42:09','829.00'
15,Extracción 175,'2023/10/25 18:06:09','829.00'
15,Extracción 176,'2023/10/25 22:18:09','829.00'
15,Extracción 177,'2023/10/25 23:42:09','829.00'
15,Extracción 178,'2023/10/26 01:06:09','829.00'
15,Extracción 179,'2023/10/26 05:18:09','829.00'
15,Extracción 180,'2023/10/26 05:18:09','829.00'
15,Extracción 181,'2023/10/26 08:06:09','829.00'
15,Extracción 182,'2023/10/26 09:30:09','829.00'
15,Extracción 183,'2023/10/26 10:54:09','829.00'
15,Extracción 184,'2023/10/26 15:06:09','829.00'
15,Extracción 185,'2023/10/26 16:30:09','829.00'
15,Extracción 186,'2023/10/26 17:54:09','829.00'
15,Extracción 187,'2023/10/26 22:06:09','829.00'
15,Extracción 188,'2023/10/26 23:30:09','829.00'
15,Extracción 189,'2023/10/27 00:54:09','829.00'
15,Extracción 190,'2023/10/27 05:06:09','829.00'
15,Extracción 191,'2023/10/27 06:30:09','829.00'
15,Extracción 192,'2023/10/27 07:54:09','829.00'
15,Extracción 193,'2023/10/27 10:42:09','829.00'
15,Extracción 194,'2023/10/27 13:30:09','829.00'
15,Extracción 195,'2023/10/27 14:54:09','829.00'
15,Extracción 196,'2023/10/27 17:42:09','829.00'
15,Extracción 197,'2023/10/27 19:06:09','829.00'
15,Extracción 198,'2023/10/27 21:54:09','829.00'
15,Extracción 199,'2023/10/28 00:42:09','829.00'
15,Extracción 200,'2023/10/28 00:42:09','829.00'
15,Extracción 201,'2023/10/28 03:30:09','829.00'
15,Extracción 202,'2023/10/28 06:18:09','829.00'
15,Extracción 203,'2023/10/28 07:42:09','829.00'
15,Extracción 204,'2023/10/28 10:30:09','829.00'
15,Extracción 205,'2023/10/28 13:18:09','829.00'
15,Extracción 206,'2023/10/28 14:42:09','829.00'
15,Extracción 207,'2023/10/28 17:30:09','829.00'
15,Extracción 208,'2023/10/28 18:54:09','829.00'
15,Extracción 209,'2023/10/28 21:42:09','829.00'
15,Extracción 210,'2023/10/29 00:30:09','829.00'
15,Extracción 211,'2023/10/29 01:54:09','829.00'
15,Extracción 212,'2023/10/29 02:18:09','829.00'
15,Extracción 213,'2023/10/29 06:30:09','829.00'
15,Extracción 214,'2023/10/29 07:54:09','829.00'
15,Extracción 215,'2023/10/29 09:18:09','829.00'
15,Extracción 216,'2023/10/29 13:30:09','829.00'
15,Extracción 217,'2023/10/29 14:54:09','829.00'
15,Extracción 218,'2023/10/29 16:18:09','829.00'
15,Extracción 219,'2023/10/29 20:30:09','829.00'
15,Extracción 220,'2023/10/29 20:30:09','829.00'
15,Extracción 221,'2023/10/29 23:18:09','829.00'
15,Extracción 222,'2023/10/30 00:42:09','829.00'
15,Extracción 223,'2023/10/30 02:06:09','829.00'
15,Extracción 224,'2023/10/30 06:18:09','829.00'
15,Extracción 225,'2023/10/30 07:42:09','829.00'
15,Extracción 226,'2023/10/30 09:06:09','829.00'
15,Extracción 227,'2023/10/30 13:18:09','829.00'
15,Extracción 228,'2023/10/30 14:42:09','829.00'
15,Extracción 229,'2023/10/30 16:06:09','829.00'
15,Extracción 230,'2023/10/30 20:18:09','829.00'
15,Extracción 231,'2023/10/30 21:42:09','829.00'
15,Extracción 232,'2023/10/30 23:06:09','829.00'
15,Extracción 233,'2023/10/31 01:54:09','829.00'
15,Extracción 234,'2023/10/31 04:42:09','829.00'
15,Extracción 235,'2023/10/31 06:06:09','829.00'
15,Extracción 236,'2023/10/31 08:54:09','829.00'
15,Extracción 237,'2023/10/31 10:18:09','829.00'
15,Extracción 238,'2023/10/31 13:06:09','829.00'
15,Extracción 239,'2023/10/31 15:54:09','829.00'
15,Extracción 240,'2023/10/31 15:54:09','829.00'
15,Extracción 241,'2023/10/31 19:22:05','685.12'
15,Extracción 242,'2023/10/31 20:46:05','685.12'
15,Extracción 243,'2023/10/31 22:10:05','685.12'
15,Extracción 244,'2023/11/01 02:22:05','685.12'
15,Extracción 245,'2023/11/01 03:46:05','685.12'
15,Extracción 246,'2023/11/01 05:10:05','685.12'
15,Extracción 247,'2023/11/01 09:22:05','685.12'
15,Extracción 248,'2023/11/01 10:46:05','685.12'
15,Extracción 249,'2023/11/01 12:10:05','685.12'
15,Extracción 250,'2023/11/01 16:22:05','685.12'
15,Extracción 251,'2023/11/01 17:46:05','685.12'
15,Extracción 252,'2023/11/01 19:10:05','685.12'
15,Extracción 253,'2023/11/01 21:58:05','685.12'
15,Extracción 254,'2023/11/02 00:46:05','685.12'
15,Extracción 255,'2023/11/02 02:10:05','685.12'
15,Extracción 256,'2023/11/02 04:58:05','685.12'
15,Extracción 257,'2023/11/02 06:22:05','685.12'
15,Extracción 258,'2023/11/02 09:10:05','685.12'
15,Extracción 259,'2023/11/02 11:58:05','685.12'
15,Extracción 260,'2023/11/02 13:22:05','685.12'
15,Extracción 261,'2023/11/02 13:22:05','685.12'
15,Extracción 262,'2023/11/02 17:34:05','685.12'
15,Extracción 263,'2023/11/02 18:58:05','685.12'
15,Extracción 264,'2023/11/02 21:46:05','685.12'
15,Extracción 265,'2023/11/03 00:34:05','685.12'
15,Extracción 266,'2023/11/03 01:22:32','829.00'
15,Extracción 267,'2023/11/03 05:34:32','829.00'
15,Extracción 268,'2023/11/03 06:58:32','829.00'
15,Extracción 269,'2023/11/03 08:22:32','829.00'
15,Extracción 270,'2023/11/03 11:10:32','829.00'
15,Extracción 271,'2023/11/03 13:58:32','829.00'
15,Extracción 272,'2023/11/03 15:22:32','829.00'
15,Extracción 273,'2023/11/03 18:10:32','829.00'
15,Extracción 274,'2023/11/03 20:58:32','829.00'
15,Extracción 275,'2023/11/03 22:22:32','829.00'
15,Extracción 276,'2023/11/04 01:10:32','829.00'
15,Extracción 277,'2023/11/04 02:34:32','829.00'
15,Extracción 278,'2023/11/04 05:22:32','829.00'
15,Extracción 279,'2023/11/04 08:10:32','829.00'
15,Extracción 280,'2023/11/04 09:34:32','829.00'
15,Extracción 281,'2023/11/04 09:34:32','829.00'
15,Extracción 282,'2023/11/04 13:46:32','829.00'
15,Extracción 283,'2023/11/04 15:10:32','829.00'
15,Extracción 284,'2023/11/04 17:58:32','829.00'
15,Extracción 285,'2023/11/04 20:46:32','829.00'
15,Extracción 286,'2023/11/04 22:10:32','829.00'
15,Extracción 287,'2023/11/05 00:58:32','829.00'
15,Extracción 288,'2023/11/05 02:22:32','829.00'
15,Extracción 289,'2023/11/05 05:10:32','829.00'
15,Extracción 290,'2023/11/05 07:58:32','829.00'
15,Extracción 291,'2023/11/05 09:22:32','829.00'
15,Extracción 292,'2023/11/05 10:46:32','829.00'
15,Extracción 293,'2023/11/05 14:58:32','829.00'
15,Extracción 294,'2023/11/05 16:22:32','829.00'
15,Extracción 295,'2023/11/05 17:46:32','829.00'
15,Extracción 296,'2023/11/05 21:58:32','829.00'
15,Extracción 297,'2023/11/05 23:22:32','829.00'
15,Extracción 298,'2023/11/06 00:46:32','829.00'
15,Extracción 299,'2023/11/06 04:58:32','829.00'
15,Extracción 300,'2023/11/06 06:22:32','829.00'
15,Extracción 301,'2023/11/06 06:22:32','829.00'
15,Extracción 302,'2023/11/06 09:10:32','829.00'
15,Extracción 303,'2023/11/06 10:34:32','829.00'
15,Extracción 304,'2023/11/06 14:46:32','829.00'
15,Extracción 305,'2023/11/06 16:10:32','829.00'
15,Extracción 306,'2023/11/06 17:34:32','829.00'
15,Extracción 307,'2023/11/06 21:46:32','829.00'
15,Extracción 308,'2023/11/06 23:10:32','829.00'
15,Extracción 309,'2023/11/07 00:34:32','829.00'
15,Extracción 310,'2023/11/07 04:46:32','829.00'
15,Extracción 311,'2023/11/07 06:10:32','829.00'
15,Extracción 312,'2023/11/07 07:34:32','829.00'
15,Extracción 313,'2023/11/07 10:22:32','829.00'
15,Extracción 314,'2023/11/07 13:10:32','829.00'
15,Extracción 315,'2023/11/07 14:34:32','829.00'
15,Extracción 316,'2023/11/07 17:22:32','829.00'
15,Extracción 317,'2023/11/07 18:46:32','829.00'
15,Extracción 318,'2023/11/07 21:34:32','829.00'
15,Extracción 319,'2023/11/08 00:22:32','829.00'
15,Extracción 320,'2023/11/08 01:46:32','829.00'
15,Extracción 321,'2023/11/08 01:46:32','829.00'
15,Extracción 322,'2023/11/08 05:58:32','829.00'
15,Extracción 323,'2023/11/08 07:22:32','829.00'
15,Extracción 324,'2023/11/08 10:10:32','829.00'
15,Extracción 325,'2023/11/08 12:58:32','829.00'
15,Extracción 326,'2023/11/08 14:22:32','829.00'
15,Extracción 327,'2023/11/08 17:10:32','829.00'
15,Extracción 328,'2023/11/08 18:34:32','829.00'
15,Extracción 329,'2023/11/08 21:22:32','829.00'
15,Extracción 330,'2023/11/09 00:10:32','829.00'
15,Extracción 331,'2023/11/09 01:34:32','829.00'
15,Extracción 332,'2023/11/09 02:58:32','829.00'
15,Extracción 333,'2023/11/09 07:10:32','829.00'
15,Extracción 334,'2023/11/09 08:34:32','829.00'
15,Extracción 335,'2023/11/09 09:58:32','829.00'
15,Extracción 336,'2023/11/09 14:10:32','829.00'
15,Extracción 337,'2023/11/09 15:34:32','829.00'
15,Extracción 338,'2023/11/09 16:58:32','829.00'
15,Extracción 339,'2023/11/09 21:10:32','829.00'
15,Extracción 340,'2023/11/09 22:34:32','829.00'
15,Extracción 341,'2023/11/09 22:34:32','829.00'
15,Extracción 342,'2023/11/10 01:22:32','829.00'
15,Extracción 343,'2023/11/10 02:46:32','829.00'
15,Extracción 344,'2023/11/10 06:58:32','829.00'
15,Extracción 345,'2023/11/10 08:22:32','829.00'
15,Extracción 346,'2023/11/10 10:22:08','749.00'
15,Extracción 347,'2023/11/10 13:10:08','749.00'
15,Extracción 348,'2023/11/10 14:34:08','749.00'
15,Extracción 349,'2023/11/10 17:22:08','749.00'
15,Extracción 350,'2023/11/10 20:10:08','749.00'
15,Extracción 351,'2023/11/10 21:34:08','749.00'
15,Extracción 352,'2023/11/11 00:22:08','749.00'
15,Extracción 353,'2023/11/11 03:10:08','749.00'
15,Extracción 354,'2023/11/11 04:34:08','749.00'
