Product ID,N_Extracción,Fecha,Precio
21,Extracción 0,'2023/05/15 04:48:21','790.00'
21,Extracción 1,'2023/05/15 04:48:21','790.00'
21,Extracción 2,'2023/05/15 23:00:21','790.00'
21,Extracción 3,'2023/05/16 07:24:21','790.00'
21,Extracción 4,'2023/05/17 01:04:52','769.00'
21,Extracción 5,'2023/05/17 10:52:52','769.00'
21,Extracción 6,'2023/05/17 19:16:52','769.00'
21,Extracción 7,'2023/05/18 13:28:52','769.00'
21,Extracción 8,'2023/05/18 21:52:52','769.00'
21,Extracción 9,'2023/05/19 07:40:52','769.00'
21,Extracción 10,'2023/05/20 01:52:52','769.00'
21,Extracción 11,'2023/05/20 10:16:52','769.00'
21,Extracción 12,'2023/05/20 20:04:52','769.00'
21,Extracción 13,'2023/05/21 12:52:52','769.00'
21,Extracción 14,'2023/05/21 22:40:52','769.00'
21,Extracción 15,'2023/05/22 07:04:52','769.00'
21,Extracción 16,'2023/05/23 01:16:52','769.00'
21,Extracción 17,'2023/05/23 11:04:52','769.00'
21,Extracción 18,'2023/05/23 19:28:52','769.00'
21,Extracción 19,'2023/05/24 13:40:52','769.00'
21,Extracción 20,'2023/05/24 13:40:52','769.00'
21,Extracción 21,'2023/05/25 07:52:52','769.00'
21,Extracción 22,'2023/05/25 16:16:52','769.00'
21,Extracción 23,'2023/05/26 02:04:52','769.00'
21,Extracción 24,'2023/05/26 20:16:52','769.00'
21,Extracción 25,'2023/05/27 04:40:52','769.00'
21,Extracción 26,'2023/05/27 13:04:52','769.00'
21,Extracción 27,'2023/05/28 07:16:52','769.00'
21,Extracción 28,'2023/05/28 17:04:52','769.00'
21,Extracción 29,'2023/05/29 01:28:52','769.00'
21,Extracción 30,'2023/05/29 19:40:52','769.00'
21,Extracción 31,'2023/05/30 04:04:52','769.00'
21,Extracción 32,'2023/05/30 13:52:52','769.00'
21,Extracción 33,'2023/05/31 08:04:52','769.00'
21,Extracción 34,'2023/05/31 16:28:52','769.00'
