Product ID,N_Extracción,Fecha,Precio
25,Extracción 0,0,0
25,Extracción 1,0,0
25,Extracción 2,0,0
25,Extracción 3,0,0
25,Extracción 4,'2023/05/17 01:25:45','177.65'
25,Extracción 5,0,0
25,Extracción 6,'2023/05/17 18:13:45','177.65'
25,Extracción 7,0,0
25,Extracción 8,0,0
25,Extracción 9,'2023/05/19 07:22:48','179.00'
25,Extracción 10,'2023/05/20 01:15:31','209.00'
25,Extracción 11,'2023/05/20 09:10:35','179.00'
25,Extracción 12,'2023/05/20 18:19:33','209.00'
25,Extracción 13,'2023/05/21 12:42:00','179.00'
25,Extracción 14,'2023/05/21 22:30:00','179.00'
25,Extracción 15,0,0
25,Extracción 16,'2023/05/23 00:44:53','169.00'
25,Extracción 17,'2023/05/23 09:07:36','179.00'
25,Extracción 18,'2023/05/23 18:55:36','179.00'
25,Extracción 19,'2023/05/24 13:07:36','179.00'
25,Extracción 20,'2023/05/24 13:07:36','179.00'
25,Extracción 21,0,0
25,Extracción 22,0,0
25,Extracción 23,0,0
25,Extracción 24,0,0
25,Extracción 25,0,0
25,Extracción 26,0,0
25,Extracción 27,0,0
25,Extracción 28,0,0
25,Extracción 29,0,0
25,Extracción 30,0,0
25,Extracción 31,0,0
25,Extracción 32,0,0
25,Extracción 33,'2023/05/31 06:19:54','179.00'
25,Extracción 34,'2023/05/31 15:23:26','169.00'
25,Extracción 35,'2023/06/01 01:11:26','169.00'
25,Extracción 36,'2023/06/01 19:23:26','169.00'
25,Extracción 37,'2023/06/02 03:47:26','169.00'
25,Extracción 38,'2023/06/02 12:11:26','169.00'
25,Extracción 39,'2023/06/03 06:23:26','169.00'
25,Extracción 40,'2023/06/03 06:23:26','169.00'
25,Extracción 41,'2023/06/04 00:35:26','169.00'
25,Extracción 42,'2023/06/04 10:23:26','169.00'
25,Extracción 43,'2023/06/04 18:47:26','169.00'
25,Extracción 44,'2023/06/05 12:59:26','169.00'
25,Extracción 45,'2023/06/05 21:23:26','169.00'
25,Extracción 46,'2023/06/06 07:11:26','169.00'
25,Extracción 47,'2023/06/07 01:23:26','169.00'
25,Extracción 48,'2023/06/07 09:47:26','169.00'
25,Extracción 49,'2023/06/07 19:35:26','169.00'
25,Extracción 50,'2023/06/08 12:23:26','169.00'
25,Extracción 51,'2023/06/08 22:11:26','169.00'
25,Extracción 52,'2023/06/09 06:35:26','169.00'
25,Extracción 53,0,0
25,Extracción 54,0,0
25,Extracción 55,0,0
25,Extracción 56,0,0
25,Extracción 57,0,0
25,Extracción 58,0,0
25,Extracción 59,0,0
25,Extracción 60,0,0
25,Extracción 61,'2023/06/13 18:40:33','181.00'
25,Extracción 62,'2023/06/14 04:28:33','181.00'
25,Extracción 63,'2023/06/14 13:07:24','209.00'
25,Extracción 64,'2023/06/15 07:19:24','209.00'
25,Extracción 65,'2023/06/15 15:43:24','209.00'
25,Extracción 66,'2023/06/16 01:31:24','209.00'
25,Extracción 67,'2023/06/16 18:19:24','209.00'
25,Extracción 68,'2023/06/17 04:07:24','209.00'
25,Extracción 69,'2023/06/17 12:31:24','209.00'
25,Extracción 70,'2023/06/18 06:43:24','209.00'
25,Extracción 71,0,0
25,Extracción 72,'2023/06/19 00:55:24','209.00'
25,Extracción 73,'2023/06/19 19:26:43','169.00'
25,Extracción 74,'2023/06/20 03:50:43','169.00'
25,Extracción 75,'2023/06/20 13:38:43','169.00'
25,Extracción 76,'2023/06/21 06:26:43','169.00'
25,Extracción 77,'2023/06/21 16:14:43','169.00'
25,Extracción 78,'2023/06/22 00:38:43','169.00'
25,Extracción 79,'2023/06/22 18:50:43','169.00'
25,Extracción 80,'2023/06/22 18:50:43','169.00'
25,Extracción 81,'2023/06/23 13:02:43','169.00'
25,Extracción 82,'2023/06/23 21:26:43','169.00'
25,Extracción 83,'2023/06/24 07:14:43','169.00'
25,Extracción 84,'2023/06/25 01:26:43','169.00'
25,Extracción 85,'2023/06/25 09:50:43','169.00'
25,Extracción 86,'2023/06/25 19:38:43','169.00'
25,Extracción 87,'2023/06/26 13:36:48','171.00'
25,Extracción 88,'2023/06/26 22:00:48','171.00'
25,Extracción 89,'2023/06/27 06:24:48','171.00'
