N_Extracción,Product ID,Fecha,Precio
Extracción 0,71,2023-05-07, '649'
Extracción 1,71,2023-05-07, '649'
Extracción 2,71,2023-05-08, '649.99'
Extracción 3,71,2023-05-08, '649.99'
Extracción 4,71,2023-05-09, '649'
Extracción 5,71,2023-05-09, '649.99'
Extracción 6,71,2023-05-10, '649'
Extracción 7,71,2023-05-10, '649'
Extracción 8,71,2023-05-11, '649.99'
Extracción 9,71,2023-05-11, '649'
Extracción 10,71,2023-05-12, '649'
Extracción 11,71,2023-05-12, '649.99'
Extracción 12,71,2023-05-13, '649'
Extracción 13,71,2023-05-13, '649'
Extracción 14,71,2023-05-14, '649.99'
Extracción 15,71,2023-05-14, '649'
Extracción 16,71,2023-05-15, '739.00'
Extracción 17,71,2023-05-15, '739.00'
Extracción 18,71,2023-05-16, '739.00'
Extracción 19,71,2023-05-16, '739.00'
Extracción 20,71,2023-05-17, '739.00'
Extracción 21,71,2023-05-17, '739.00'
Extracción 22,71,2023-05-18, '739.00'
Extracción 23,71,2023-05-18, '739'
Extracción 24,71,2023-05-19, '739.00'
Extracción 25,71,2023-05-19, '739.00'
Extracción 26,71,2023-05-20, '739'
Extracción 27,71,2023-05-20, '739.00'
Extracción 28,71,2023-05-21, '739.00'
Extracción 29,71,2023-05-21, '739'
Extracción 30,71,2023-05-22, '739.00'
Extracción 31,71,2023-05-22, '739.00'
Extracción 32,71,2023-05-23, '739'
Extracción 33,71,2023-05-23, '739.00'
Extracción 34,71,2023-05-24, '739.00'
Extracción 35,71,2023-05-24, '739'
Extracción 36,71,2023-05-25, '739.00'
Extracción 37,71,2023-05-25, '739.00'
Extracción 38,71,2023-05-26, '739'
Extracción 39,71,2023-05-26, '739.00'
Extracción 40,71,2023-05-27, '739.00'
Extracción 41,71,2023-05-27, '739.00'
Extracción 42,71,2023-05-28, '739.00'
Extracción 43,71,2023-05-28, '739'
Extracción 44,71,2023-05-29, '739.00'
Extracción 45,71,2023-05-29, '739.00'
Extracción 46,71,2023-05-30, '739'
Extracción 47,71,2023-05-30, '739.00'
Extracción 48,71,2023-05-31, '739.00'
Extracción 49,71,2023-05-31, '739.00'
Extracción 50,71,2023-06-01, '739.00'
Extracción 51,71,2023-06-01, '739.00'
Extracción 52,71,2023-06-02, '739.00'
Extracción 53,71,2023-06-02, '739.00'
Extracción 54,71,2023-06-03, '979.99'
Extracción 55,71,2023-06-03, '979.99'
Extracción 56,71,2023-06-04, '979'
Extracción 57,71,2023-06-04, '979.99'
Extracción 58,71,2023-06-05, '979.99'
Extracción 59,71,2023-06-05, '679.99'
Extracción 60,71,2023-06-06, '679.99'
Extracción 61,71,2023-06-06, '679.99'
Extracción 62,71,2023-06-07, '679.99'
Extracción 63,71,2023-06-07, '679.99'
Extracción 64,71,2023-06-08, '679.99'
Extracción 65,71,2023-06-08, '679.99'
Extracción 66,71,2023-06-09, '679.99'
Extracción 67,71,2023-06-09, '679.99'
Extracción 68,71,2023-06-10, '679.99'
Extracción 69,71,2023-06-10, '679.99'
Extracción 70,71,2023-06-11, '679.99'
Extracción 71,71,2023-06-11, '679.99'
Extracción 72,71,2023-06-12, '679.99'
Extracción 73,71,2023-06-12, '679.99'
Extracción 74,71,2023-06-13, '679.99'
Extracción 75,71,2023-06-13, '679.99'
Extracción 76,71,2023-06-14, '679.99'
Extracción 77,71,2023-06-14, '679.99'
Extracción 78,71,2023-06-15, '679.99'
Extracción 79,71,2023-06-15, '679.99'
Extracción 80,71,2023-06-16, '679.99'
Extracción 81,71,2023-06-16, '679.99'
Extracción 82,71,2023-06-17, '679.99'
Extracción 83,71,2023-06-17, '679.99'
Extracción 84,71,2023-06-18, '679.99'
Extracción 85,71,2023-06-18, '679.99'
Extracción 86,71,2023-06-19, '679.99'
Extracción 87,71,2023-06-19, '679.99'
Extracción 88,71,2023-06-20, '679.99'
Extracción 89,71,2023-06-20, '679.99'
Extracción 90,71,2023-06-21, '679.99'
Extracción 91,71,2023-06-21, '679.99'
Extracción 92,71,2023-06-22, '679.99'
Extracción 93,71,2023-06-22, '679.99'
Extracción 94,71,2023-06-23, '679.99'
Extracción 95,71,2023-06-23, '679.99'
Extracción 96,71,2023-06-24, '679.99'
Extracción 97,71,2023-06-24, '679.99'
Extracción 98,71,2023-06-25, '679.99'
Extracción 99,71,2023-06-25, '679.99'
Extracción 100,71,2023-06-26, '679.99'
Extracción 101,71,2023-06-26, '679.99'
Extracción 102,71,2023-06-27, '679.99'
Extracción 103,71,2023-06-27, '679.99'
Extracción 104,71,2023-06-28, '679.99'
Extracción 105,71,2023-06-28, '679.99'
Extracción 106,71,2023-06-29, '679.99'
Extracción 107,71,2023-06-29, '679.99'
Extracción 108,71,2023-06-30, '679.99'
Extracción 109,71,2023-06-30, '679.99'
Extracción 110,71,2023-07-01, '679.99'
Extracción 111,71,2023-07-01, '679.99'
Extracción 112,71,2023-07-02, '679.99'
Extracción 113,71,2023-07-02, '679.99'
Extracción 114,71,2023-07-03, '679.99'
Extracción 115,71,2023-07-03, '679.99'
Extracción 116,71,2023-07-04, '679.99'
Extracción 117,71,2023-07-04, '679.99'
Extracción 118,71,2023-07-05, '679.99'
Extracción 119,71,2023-07-05, '679.99'
Extracción 120,71,2023-07-06, '679.99'
Extracción 121,71,2023-07-06, '679.99'
Extracción 122,71,2023-07-07, '679.99'
Extracción 123,71,2023-07-07, '679.99'
Extracción 124,71,2023-07-08, '679.99'
Extracción 125,71,2023-07-08, '679.99'
Extracción 126,71,2023-07-09, '679.99'
Extracción 127,71,2023-07-09, '679.99'
Extracción 128,71,2023-07-10, '679.99'
Extracción 129,71,2023-07-10, '679.99'
Extracción 130,71,2023-07-11, '679.99'
Extracción 131,71,2023-07-11, '679.99'
Extracción 132,71,2023-07-12, '679.99'
Extracción 133,71,2023-07-12, '679.99'
Extracción 134,71,2023-07-13, '679.99'
Extracción 135,71,2023-07-13, '679.99'
Extracción 136,71,2023-07-14, '639'
Extracción 137,71,2023-07-14, '639.99'
Extracción 138,71,2023-07-15, '639.99'
Extracción 139,71,2023-07-15, '639'
Extracción 140,71,2023-07-16, '639.99'
Extracción 141,71,2023-07-16, '639'
Extracción 142,71,2023-07-17, '639.99'
Extracción 143,71,2023-07-17, '639'
Extracción 144,71,2023-07-18, '639'
Extracción 145,71,2023-07-18, '639.99'
Extracción 146,71,2023-07-19, '639'
Extracción 147,71,2023-07-19, '639'
Extracción 148,71,2023-07-20, '639'
Extracción 149,71,2023-07-20, '639'
Extracción 150,71,2023-07-21, '639'
Extracción 151,71,2023-07-21, '639.99'
Extracción 152,71,2023-07-22, '639.99'
Extracción 153,71,2023-07-22, '639'
Extracción 154,71,2023-07-23, '639.99'
Extracción 155,71,2023-07-23, '639'
Extracción 156,71,2023-07-24, '639'
Extracción 157,71,2023-07-24, '639.99'
Extracción 158,71,2023-07-25, '639'
Extracción 159,71,2023-07-25, '639'
Extracción 160,71,2023-07-26, '639.99'
Extracción 161,71,2023-07-26, '639'
Extracción 162,71,2023-07-27, '639.99'
Extracción 163,71,2023-07-27, '639'
Extracción 164,71,2023-07-28, '639'
Extracción 165,71,2023-07-28, '639'
Extracción 166,71,2023-07-29, '639.99'
Extracción 167,71,2023-07-29, '639'
Extracción 168,71,2023-07-30, '639.99'
Extracción 169,71,2023-07-30, '639.99'
Extracción 170,71,2023-07-31, '639'
Extracción 171,71,2023-07-31, '639.99'
Extracción 172,71,2023-08-01, '639'
Extracción 173,71,2023-08-01, '639'
Extracción 174,71,2023-08-02, '639.99'
Extracción 175,71,2023-08-02, '639'
Extracción 176,71,2023-08-03, '639'
Extracción 177,71,2023-08-03, '639'
Extracción 178,71,2023-08-04, '639'
Extracción 179,71,2023-08-04, '639'
Extracción 180,71,2023-08-05, '639.99'
Extracción 181,71,2023-08-05, '639'
Extracción 182,71,2023-08-06, '639'
Extracción 183,71,2023-08-06, '639'
Extracción 184,71,2023-08-07, '639'
Extracción 185,71,2023-08-07, '639.99'
Extracción 186,71,2023-08-08, '639'
Extracción 187,71,2023-08-08, '639'
Extracción 188,71,2023-08-09, '639.99'
Extracción 189,71,2023-08-09, '639.99'
Extracción 190,71,2023-08-10, '639'
Extracción 191,71,2023-08-10, '639.99'
Extracción 192,71,2023-08-11, '639'
Extracción 193,71,2023-08-11, '639'
Extracción 194,71,2023-08-12, '639.99'
Extracción 195,71,2023-08-12, '639'
Extracción 196,71,2023-08-13, '639'
Extracción 197,71,2023-08-13, '639.99'
Extracción 198,71,2023-08-14, '639'
Extracción 199,71,2023-08-14, '639'
Extracción 200,71,2023-08-15, '639.99'
