N_Extracción,Product ID,Fecha,Precio
Extracción 0,82,2023-05-07, 0
Extracción 1,82,2023-05-07, 0
Extracción 2,82,2023-05-08, 0
Extracción 3,82,2023-05-08, 0
Extracción 4,82,2023-05-09, 0
Extracción 5,82,2023-05-09, 0
Extracción 6,82,2023-05-10, 0
Extracción 7,82,2023-05-10, 0
Extracción 8,82,2023-05-11, 0
Extracción 9,82,2023-05-11, 0
Extracción 10,82,2023-05-12, 0
Extracción 11,82,2023-05-12, 0
Extracción 12,82,2023-05-13, 0
Extracción 13,82,2023-05-13, 0
Extracción 14,82,2023-05-14, 0
Extracción 15,82,2023-05-14, 0
Extracción 16,82,2023-05-15, 0
Extracción 17,82,2023-05-15, 0
Extracción 18,82,2023-05-16, 0
Extracción 19,82,2023-05-16, 0
Extracción 20,82,2023-05-17, 0
Extracción 21,82,2023-05-17, 0
Extracción 22,82,2023-05-18, 0
Extracción 23,82,2023-05-18, 0
Extracción 24,82,2023-05-19, 0
Extracción 25,82,2023-05-19, 0
Extracción 26,82,2023-05-20, 0
Extracción 27,82,2023-05-20, 0
Extracción 28,82,2023-05-21, 0
Extracción 29,82,2023-05-21, 0
Extracción 30,82,2023-05-22, 0
Extracción 31,82,2023-05-22, 0
Extracción 32,82,2023-05-23, 0
Extracción 33,82,2023-05-23, 0
Extracción 34,82,2023-05-24, 0
Extracción 35,82,2023-05-24, 0
Extracción 36,82,2023-05-25, 0
Extracción 37,82,2023-05-25, 0
Extracción 38,82,2023-05-26, 0
Extracción 39,82,2023-05-26, 0
Extracción 40,82,2023-05-27, 0
Extracción 41,82,2023-05-27, 0
Extracción 42,82,2023-05-28, 0
Extracción 43,82,2023-05-28, 0
Extracción 44,82,2023-05-29, 0
Extracción 45,82,2023-05-29, 0
Extracción 46,82,2023-05-30, 0
Extracción 47,82,2023-05-30, 0
Extracción 48,82,2023-05-31, 0
Extracción 49,82,2023-05-31, 0
Extracción 50,82,2023-06-01, 0
Extracción 51,82,2023-06-01, 0
Extracción 52,82,2023-06-02, 0
Extracción 53,82,2023-06-02, 0
Extracción 54,82,2023-06-03, 0
Extracción 55,82,2023-06-03, 0
Extracción 56,82,2023-06-04, 0
Extracción 57,82,2023-06-04, 0
Extracción 58,82,2023-06-05, 0
Extracción 59,82,2023-06-05, 0
Extracción 60,82,2023-06-06, 0
Extracción 61,82,2023-06-06, 0
Extracción 62,82,2023-06-07, 0
