N_Extracción,Product ID,Fecha,Precio
Extracción 0,33,2023-05-07, 0
N_Extracción,33,2023-05-07,
Extracción 0,33,2023-05-08, '605.00'
Extracción 1,33,2023-05-08, '605.00'
Extracción 2,33,2023-05-09, '605.00'
Extracción 3,33,2023-05-09, '605.00'
Extracción 4,33,2023-05-10, '605.00'
Extracción 5,33,2023-05-10, '605.00'
Extracción 6,33,2023-05-11, '605.00'
Extracción 7,33,2023-05-11, '605.00'
Extracción 8,33,2023-05-12, '605.00'
Extracción 9,33,2023-05-12, '605.00'
Extracción 10,33,2023-05-13, '605.00'
Extracción 11,33,2023-05-13, '605.00'
Extracción 12,33,2023-05-14, '605.00'
Extracción 13,33,2023-05-14, '605.00'
Extracción 14,33,2023-05-15, '605.00'
Extracción 15,33,2023-05-15, '605.00'
Extracción 16,33,2023-05-16, '605.00'
Extracción 17,33,2023-05-16, '605.00'
Extracción 18,33,2023-05-17, '605.00'
Extracción 19,33,2023-05-17, '607.00'
Extracción 20,33,2023-05-18, '607.00'
Extracción 21,33,2023-05-18, '607.00'
Extracción 22,33,2023-05-19, '607.00'
Extracción 23,33,2023-05-19, '607.00'
Extracción 24,33,2023-05-20, '607.00'
Extracción 25,33,2023-05-20, '607.00'
Extracción 26,33,2023-05-21, '607.00'
Extracción 27,33,2023-05-21, '607.00'
Extracción 28,33,2023-05-22, '607.00'
Extracción 29,33,2023-05-22, '607.00'
Extracción 30,33,2023-05-23, '607.00'
Extracción 31,33,2023-05-23, '607.00'
Extracción 32,33,2023-05-24, '607.00'
Extracción 33,33,2023-05-24, '607.00'
Extracción 34,33,2023-05-25, '607.00'
Extracción 35,33,2023-05-25, '607.00'
Extracción 36,33,2023-05-26, '607.00'
Extracción 37,33,2023-05-26, '607.00'
Extracción 38,33,2023-05-27, '607.00'
Extracción 39,33,2023-05-27, '607.00'
Extracción 40,33,2023-05-28, '607.00'
Extracción 41,33,2023-05-28, '607.00'
Extracción 42,33,2023-05-29, '607.00'
Extracción 43,33,2023-05-29, '607.00'
Extracción 44,33,2023-05-30, '607.00'
Extracción 45,33,2023-05-30, '607.00'
Extracción 46,33,2023-05-31, '607.00'
Extracción 47,33,2023-05-31, '607.00'
Extracción 48,33,2023-06-01, '607.00'
Extracción 49,33,2023-06-01, '607.00'
Extracción 50,33,2023-06-02, '607.00'
Extracción 51,33,2023-06-02, '607.00'
Extracción 52,33,2023-06-03, '607.00'
Extracción 53,33,2023-06-03, '607.00'
Extracción 54,33,2023-06-04, '607.00'
Extracción 55,33,2023-06-04, '607.00'
Extracción 56,33,2023-06-05, '644.00'
Extracción 57,33,2023-06-05, '644.00'
Extracción 58,33,2023-06-06, '644.00'
Extracción 59,33,2023-06-06, '611.00'
Extracción 60,33,2023-06-07, '611.00'
Extracción 61,33,2023-06-07, '611.00'
Extracción 62,33,2023-06-08, '611.00'
Extracción 63,33,2023-06-08, '610.00'
Extracción 64,33,2023-06-09, '610.00'
Extracción 65,33,2023-06-09, '610.00'
Extracción 66,33,2023-06-10, '610.00'
Extracción 67,33,2023-06-10, '610.00'
Extracción 68,33,2023-06-11, '610.00'
Extracción 69,33,2023-06-11, '610.00'
Extracción 70,33,2023-06-12, '610.00'
Extracción 71,33,2023-06-12, '610.00'
Extracción 72,33,2023-06-13, '612.00'
Extracción 73,33,2023-06-13, '612.00'
Extracción 74,33,2023-06-14, '612.00'
Extracción 75,33,2023-06-14, '612.00'
Extracción 76,33,2023-06-15, '612.00'
Extracción 77,33,2023-06-15, '612.00'
Extracción 78,33,2023-06-16, '612.00'
Extracción 79,33,2023-06-16, '612.00'
Extracción 80,33,2023-06-17, '612.00'
Extracción 81,33,2023-06-17, '612.00'
Extracción 82,33,2023-06-18, '612.00'
Extracción 83,33,2023-06-18, '612.00'
Extracción 84,33,2023-06-19, '612.00'
Extracción 85,33,2023-06-19, '612.00'
Extracción 86,33,2023-06-20, '612.00'
Extracción 87,33,2023-06-20, '612.00'
Extracción 88,33,2023-06-21, '612.00'
Extracción 89,33,2023-06-21, '612.00'
Extracción 90,33,2023-06-22, '613.00'
Extracción 91,33,2023-06-22, '613.00'
Extracción 92,33,2023-06-23, '613.00'
Extracción 93,33,2023-06-23, '613.00'
Extracción 94,33,2023-06-24, '613.00'
Extracción 95,33,2023-06-24, '613.00'
Extracción 96,33,2023-06-25, '612.00'
Extracción 97,33,2023-06-25, '612.00'
Extracción 98,33,2023-06-26, '612.00'
Extracción 99,33,2023-06-26, '612.00'
Extracción 100,33,2023-06-27, '612.00'
Extracción 101,33,2023-06-27, '612.00'
Extracción 102,33,2023-06-28, '612.00'
Extracción 103,33,2023-06-28, '612.00'
Extracción 104,33,2023-06-29, '612.00'
Extracción 105,33,2023-06-29, '612.00'
Extracción 106,33,2023-06-30, '612.00'
Extracción 107,33,2023-06-30, '612.00'
Extracción 108,33,2023-07-01, '612.00'
Extracción 109,33,2023-07-01, '612.00'
Extracción 110,33,2023-07-02, '612.00'
Extracción 111,33,2023-07-02, '612.00'
Extracción 112,33,2023-07-03, '612.00'
Extracción 113,33,2023-07-03, '612.00'
Extracción 114,33,2023-07-04, '612.00'
Extracción 115,33,2023-07-04, '612.00'
Extracción 116,33,2023-07-05, '612.00'
Extracción 117,33,2023-07-05, '612.00'
Extracción 118,33,2023-07-06, '612.00'
Extracción 119,33,2023-07-06, '612.00'
Extracción 120,33,2023-07-07, '612.00'
Extracción 121,33,2023-07-07, '612.00'
