N_Extracción,Product ID,Fecha,Precio
Extracción 0,47,2023-05-07, '489.00'
Extracción 1,47,2023-05-07, '489.00'
Extracción 2,47,2023-05-08, '489.00'
Extracción 3,47,2023-05-10, '489.00'
Extracción 4,47,2023-05-10, '489.00'
Extracción 5,47,2023-05-11, 0
Extracción 6,47,2023-05-13, '478.00'
Extracción 7,47,2023-05-13, '478.00'
Extracción 8,47,2023-05-14, '478.00'
Extracción 9,47,2023-05-16, '478.00'
Extracción 10,47,2023-05-16, '478.00'
Extracción 11,47,2023-05-17, '477.00'
Extracción 12,47,2023-05-19, '478.00'
Extracción 13,47,2023-05-19, '478.00'
Extracción 14,47,2023-05-20, '478.00'
Extracción 15,47,2023-05-22, '478.00'
Extracción 16,47,2023-05-22, '477.00'
Extracción 17,47,2023-05-23, '478.00'
Extracción 18,47,2023-05-25, 0
Extracción 19,47,2023-05-25, '477.00'
Extracción 20,47,2023-05-26, '477.00'
Extracción 21,47,2023-05-28, '477.00'
Extracción 22,47,2023-05-28, 0
Extracción 23,47,2023-05-29, '475.00'
Extracción 24,47,2023-05-31, '475.00'
Extracción 25,47,2023-05-31, '476.00'
Extracción 26,47,2023-06-01, '476.00'
Extracción 27,47,2023-06-03, '476.00'
Extracción 28,47,2023-06-03, '476.00'
Extracción 29,47,2023-06-04, '476.00'
Extracción 30,47,2023-06-06, '476.00'
Extracción 31,47,2023-06-06, '476.00'
Extracción 32,47,2023-06-07, '476.00'
Extracción 33,47,2023-06-09, '479.00'
Extracción 34,47,2023-06-09, 0
Extracción 35,47,2023-06-10, '489.00'
Extracción 36,47,2023-06-12, '489.00'
Extracción 37,47,2023-06-12, '489.00'
Extracción 38,47,2023-06-13, '489.00'
Extracción 39,47,2023-06-15, '489.00'
Extracción 40,47,2023-06-15, '489.00'
Extracción 41,47,2023-06-16, '489.00'
Extracción 42,47,2023-06-18, '489.00'
Extracción 43,47,2023-06-18, '489.00'
Extracción 44,47,2023-06-19, '489.00'
Extracción 45,47,2023-06-21, '489.00'
Extracción 46,47,2023-06-21, '489.00'
Extracción 47,47,2023-06-22, '489.00'
Extracción 48,47,2023-06-24, '489.00'
Extracción 49,47,2023-06-24, '489.00'
Extracción 50,47,2023-06-25, '489.00'
Extracción 51,47,2023-06-27, '489.00'
Extracción 52,47,2023-06-27, '489.00'
Extracción 53,47,2023-06-28, '489.00'
Extracción 54,47,2023-06-30, '489.00'
Extracción 55,47,2023-06-30, '489.00'
Extracción 56,47,2023-07-01, '489.00'
Extracción 57,47,2023-07-03, '489.00'
Extracción 58,47,2023-07-03, '489.00'
Extracción 59,47,2023-07-04, '489.00'
Extracción 60,47,2023-07-06, '489.00'
Extracción 61,47,2023-07-06, '489.00'
Extracción 62,47,2023-07-07, '489.00'
Extracción 63,47,2023-07-09, '489.00'
Extracción 64,47,2023-07-09, '489.00'
Extracción 65,47,2023-07-10, '489.00'
Extracción 66,47,2023-07-12, '489.00'
Extracción 67,47,2023-07-12, '489.00'
Extracción 68,47,2023-07-13, '489.00'
Extracción 69,47,2023-07-15, '489.00'
Extracción 70,47,2023-07-15, '489.00'
Extracción 71,47,2023-07-16, '489.00'
Extracción 72,47,2023-07-18, '467.00'
Extracción 73,47,2023-07-18, 0
Extracción 74,47,2023-07-19, '432.00'
Extracción 75,47,2023-07-21, '431.00'
Extracción 76,47,2023-07-21, '431.00'
Extracción 77,47,2023-07-22, '431.00'
Extracción 78,47,2023-07-24, '431.00'
Extracción 79,47,2023-07-24, '468.00'
Extracción 80,47,2023-07-25, '468.00'
Extracción 81,47,2023-07-27, 0
Extracción 82,47,2023-07-27, '489.00'
Extracción 83,47,2023-07-28, '489.00'
Extracción 84,47,2023-07-30, '489.00'
Extracción 85,47,2023-07-30, '489.00'
Extracción 86,47,2023-07-31, '489.00'
Extracción 87,47,2023-08-02, '489.00'
Extracción 88,47,2023-08-02, '489.00'
Extracción 89,47,2023-08-03, '489.00'
Extracción 90,47,2023-08-05, '489.00'
Extracción 91,47,2023-08-05, '431.00'
Extracción 92,47,2023-08-06, '431.00'
Extracción 93,47,2023-08-08, '453.00'
Extracción 94,47,2023-08-08, '453.00'
Extracción 95,47,2023-08-09, '452.00'
Extracción 96,47,2023-08-11, '452.00'
Extracción 97,47,2023-08-11, '452.00'
Extracción 98,47,2023-08-12, '456.00'
Extracción 99,47,2023-08-14, '456.00'
Extracción 100,47,2023-08-14, '461.00'
Extracción 101,47,2023-08-15, '461.00'
Extracción 102,47,2023-08-17, '461.00'
Extracción 103,47,2023-08-17, '461.00'
Extracción 104,47,2023-08-18, '461.00'
Extracción 105,47,2023-08-20, '461.00'
Extracción 106,47,2023-08-20, '461.00'
Extracción 107,47,2023-08-21, '461.00'
Extracción 108,47,2023-08-23, '463.00'
Extracción 109,47,2023-08-23, '431.00'
Extracción 110,47,2023-08-24, '431.00'
Extracción 111,47,2023-08-26, '431.00'
Extracción 112,47,2023-08-26, '431.00'
Extracción 113,47,2023-08-27, '431.00'
Extracción 114,47,2023-08-29, '463.00'
Extracción 115,47,2023-08-29, '463.00'
Extracción 116,47,2023-08-30, '463.00'
Extracción 117,47,2023-09-01, '463.00'
Extracción 118,47,2023-09-01, '463.00'
Extracción 119,47,2023-09-02, '463.00'
Extracción 120,47,2023-09-04, '463.00'
Extracción 121,47,2023-09-04, '430.00'
Extracción 122,47,2023-09-05, '430.00'
