N_Extracción,Product ID,Fecha,Precio
Extracción 0,56,2023-05-07, '73.99'
Extracción 1,56,2023-05-07, '73.99'
Extracción 2,56,2023-05-08, '73.99'
Extracción 3,56,2023-05-10, 0
Extracción 4,56,2023-05-10, 0
Extracción 5,56,2023-05-11, 0
Extracción 6,56,2023-05-13, 0
Extracción 7,56,2023-05-13, 0
Extracción 8,56,2023-05-14, 0
Extracción 9,56,2023-05-16, 0
Extracción 10,56,2023-05-16, 0
Extracción 11,56,2023-05-17, 0
Extracción 12,56,2023-05-19, 0
Extracción 13,56,2023-05-19, 0
Extracción 14,56,2023-05-20, 0
Extracción 15,56,2023-05-22, 0
Extracción 16,56,2023-05-22, 0
Extracción 17,56,2023-05-23, 0
Extracción 18,56,2023-05-25, 0
Extracción 19,56,2023-05-25, 0
Extracción 20,56,2023-05-26, 0
Extracción 21,56,2023-05-28, 0
Extracción 22,56,2023-05-28, 0
Extracción 23,56,2023-05-29, 0
Extracción 24,56,2023-05-31, 0
Extracción 25,56,2023-05-31, 0
Extracción 26,56,2023-06-01, '72.99'
Extracción 27,56,2023-06-03, 0
Extracción 28,56,2023-06-03, 0
Extracción 29,56,2023-06-04, 0
Extracción 30,56,2023-06-06, 0
Extracción 31,56,2023-06-06, 0
Extracción 32,56,2023-06-07, 0
Extracción 33,56,2023-06-09, 0
Extracción 34,56,2023-06-09, 0
Extracción 35,56,2023-06-10, 0
Extracción 36,56,2023-06-12, 0
Extracción 37,56,2023-06-12, 0
Extracción 38,56,2023-06-13, 0
Extracción 39,56,2023-06-15, 0
Extracción 40,56,2023-06-15, 0
Extracción 41,56,2023-06-16, 0
Extracción 42,56,2023-06-18, 0
Extracción 43,56,2023-06-18, 0
Extracción 44,56,2023-06-19, 0
Extracción 45,56,2023-06-21, 0
Extracción 46,56,2023-06-21, 0
Extracción 47,56,2023-06-22, 0
Extracción 48,56,2023-06-24, 0
Extracción 49,56,2023-06-24, 0
Extracción 50,56,2023-06-25, 0
Extracción 51,56,2023-06-27, 0
Extracción 52,56,2023-06-27, 0
Extracción 53,56,2023-06-28, 0
Extracción 54,56,2023-06-30, 0
Extracción 55,56,2023-06-30, 0
Extracción 56,56,2023-07-01, 0
Extracción 57,56,2023-07-03, 0
Extracción 58,56,2023-07-03, 0
Extracción 59,56,2023-07-04, 0
Extracción 60,56,2023-07-06, 0
Extracción 61,56,2023-07-06, 0
Extracción 62,56,2023-07-07, 0
Extracción 63,56,2023-07-09, 0
Extracción 64,56,2023-07-09, 0
Extracción 65,56,2023-07-10, 0
Extracción 66,56,2023-07-12, 0
Extracción 67,56,2023-07-12, 0
Extracción 68,56,2023-07-13, 0
Extracción 69,56,2023-07-15, 0
Extracción 70,56,2023-07-15, 0
Extracción 71,56,2023-07-16, 0
Extracción 72,56,2023-07-18, 0
Extracción 73,56,2023-07-18, 0
Extracción 74,56,2023-07-19, 0
Extracción 75,56,2023-07-21, 0
Extracción 76,56,2023-07-21, 0
Extracción 77,56,2023-07-22, 0
Extracción 78,56,2023-07-24, 0
Extracción 79,56,2023-07-24, 0
Extracción 80,56,2023-07-25, 0
Extracción 81,56,2023-07-27, '65.99'
Extracción 82,56,2023-07-27, 0
Extracción 83,56,2023-07-28, 0
Extracción 84,56,2023-07-30, 0
Extracción 85,56,2023-07-30, 0
Extracción 86,56,2023-07-31, 0
Extracción 87,56,2023-08-02, 0
Extracción 88,56,2023-08-02, 0
Extracción 89,56,2023-08-03, 0
Extracción 90,56,2023-08-05, 0
Extracción 91,56,2023-08-05, 0
Extracción 92,56,2023-08-06, 0
Extracción 93,56,2023-08-08, 0
Extracción 94,56,2023-08-08, 0
Extracción 95,56,2023-08-09, 0
Extracción 96,56,2023-08-11, 0
Extracción 97,56,2023-08-11, 0
Extracción 98,56,2023-08-12, 0
Extracción 99,56,2023-08-14, 0
Extracción 100,56,2023-08-14, 0
Extracción 101,56,2023-08-15, 0
Extracción 102,56,2023-08-17, 0
Extracción 103,56,2023-08-17, 0
Extracción 104,56,2023-08-18, 0
Extracción 105,56,2023-08-20, 0
Extracción 106,56,2023-08-20, 0
Extracción 107,56,2023-08-21, 0
Extracción 108,56,2023-08-23, 0
Extracción 109,56,2023-08-23, 0
Extracción 110,56,2023-08-24, 0
Extracción 111,56,2023-08-26, 0
Extracción 112,56,2023-08-26, 0
Extracción 113,56,2023-08-27, 0
Extracción 114,56,2023-08-29, 0
Extracción 115,56,2023-08-29, 0
Extracción 116,56,2023-08-30, 0
Extracción 117,56,2023-09-01, 0
Extracción 118,56,2023-09-01, 0
Extracción 119,56,2023-09-02, 0
Extracción 120,56,2023-09-04, 0
Extracción 121,56,2023-09-04, 0
Extracción 122,56,2023-09-05, 0
Extracción 123,56,2023-09-07, 0
Extracción 124,56,2023-09-07, 0
Extracción 125,56,2023-09-08, 0
Extracción 126,56,2023-09-10, 0
Extracción 127,56,2023-09-10, 0
Extracción 128,56,2023-09-11, 0
Extracción 129,56,2023-09-13, 0
Extracción 130,56,2023-09-13, 0
Extracción 131,56,2023-09-14, 0
Extracción 132,56,2023-09-16, 0
Extracción 133,56,2023-09-16, 0
Extracción 134,56,2023-09-17, 0
Extracción 135,56,2023-09-19, 0
Extracción 136,56,2023-09-19, 0
Extracción 137,56,2023-09-20, 0
Extracción 138,56,2023-09-22, 0
Extracción 139,56,2023-09-22, 0
Extracción 140,56,2023-09-23, 0
Extracción 141,56,2023-09-25, 0
Extracción 142,56,2023-09-25, 0
Extracción 143,56,2023-09-26, 0
Extracción 144,56,2023-09-28, 0
Extracción 145,56,2023-09-28, 0
Extracción 146,56,2023-09-29, 0
Extracción 147,56,2023-10-01, 0
Extracción 148,56,2023-10-01, 0
Extracción 149,56,2023-10-02, 0
Extracción 150,56,2023-10-04, 0
Extracción 151,56,2023-10-04, 0
Extracción 152,56,2023-10-05, 0
Extracción 153,56,2023-10-07, 0
Extracción 154,56,2023-10-07, 0
Extracción 155,56,2023-10-08, 0
Extracción 156,56,2023-10-10, 0
Extracción 157,56,2023-10-10, 0
Extracción 158,56,2023-10-11, 0
Extracción 159,56,2023-10-13, 0
Extracción 160,56,2023-10-13, 0
Extracción 161,56,2023-10-14, 0
Extracción 162,56,2023-10-16, 0
Extracción 163,56,2023-10-16, 0
Extracción 164,56,2023-10-17, 0
Extracción 165,56,2023-10-19, 0
Extracción 166,56,2023-10-19, 0
Extracción 167,56,2023-10-20, 0
Extracción 168,56,2023-10-22, 0
Extracción 169,56,2023-10-22, 0
Extracción 170,56,2023-10-23, 0
Extracción 171,56,2023-10-25, 0
Extracción 172,56,2023-10-25, 0
Extracción 173,56,2023-10-26, 0
Extracción 174,56,2023-10-28, 0
Extracción 175,56,2023-10-28, 0
Extracción 176,56,2023-10-29, 0
Extracción 177,56,2023-10-31, 0
Extracción 178,56,2023-10-31, 0
Extracción 179,56,2023-11-01, 0
Extracción 180,56,2023-11-03, 0
Extracción 181,56,2023-11-03, 0
Extracción 182,56,2023-11-04, '5900'
Extracción 183,56,2023-11-06, 0
Extracción 184,56,2023-11-06, 0
Extracción 185,56,2023-11-07, 0
Extracción 186,56,2023-11-09, 0
Extracción 187,56,2023-11-09, '59.00'
Extracción 188,56,2023-11-10, 0
Extracción 189,56,2023-11-12, '59.00'
Extracción 190,56,2023-11-12, '59.00'
Extracción 191,56,2023-11-13, 0
Extracción 192,56,2023-11-15, 0
Extracción 193,56,2023-11-15, 0
Extracción 194,56,2023-11-16, 0
Extracción 195,56,2023-11-18, 0
Extracción 196,56,2023-11-18, 0
Extracción 197,56,2023-11-19, 0
Extracción 198,56,2023-11-21, 0
Extracción 199,56,2023-11-21, 0
Extracción 200,56,2023-11-22, 0
Extracción 201,56,2023-11-24, 0
Extracción 202,56,2023-11-24, 0
Extracción 203,56,2023-11-25, 0
Extracción 204,56,2023-11-27, 0
Extracción 205,56,2023-11-27, 0
Extracción 206,56,2023-11-28, 0
Extracción 207,56,2023-11-30, 0
Extracción 208,56,2023-11-30, 0
Extracción 209,56,2023-12-01, 0
Extracción 210,56,2023-12-03, 0
Extracción 211,56,2023-12-03, 0
Extracción 212,56,2023-12-04, 0
Extracción 213,56,2023-12-06, 0
Extracción 214,56,2023-12-06, 0
Extracción 215,56,2023-12-07, 0
Extracción 216,56,2023-12-09, 0
Extracción 217,56,2023-12-09, 0
Extracción 218,56,2023-12-10, 0
Extracción 219,56,2023-12-12, 0
Extracción 220,56,2023-12-12, 0
Extracción 221,56,2023-12-13, 0
Extracción 222,56,2023-12-15, 0
Extracción 223,56,2023-12-15, 0
Extracción 224,56,2023-12-16, 0
Extracción 225,56,2023-12-18, 0
Extracción 226,56,2023-12-18, 0
Extracción 227,56,2023-12-19, 0
Extracción 228,56,2023-12-21, '59.00'
Extracción 229,56,2023-12-21, 0
Extracción 230,56,2023-12-22, 0
Extracción 231,56,2023-12-24, 0
Extracción 232,56,2023-12-24, 0
Extracción 233,56,2023-12-25, 0
Extracción 234,56,2023-12-27, 0
Extracción 235,56,2023-12-27, 0
Extracción 236,56,2023-12-28, 0
Extracción 237,56,2023-12-30, 0
Extracción 238,56,2023-12-30, 0
Extracción 239,56,2023-12-31, 0
Extracción 240,56,2024-01-02, 0
Extracción 241,56,2024-01-02, 0
Extracción 242,56,2024-01-03, 0
Extracción 243,56,2024-01-05, 0
Extracción 244,56,2024-01-05, 0
Extracción 245,56,2024-01-06, 0
Extracción 246,56,2024-01-08, 0
Extracción 247,56,2024-01-08, 0
Extracción 248,56,2024-01-09, 0
Extracción 249,56,2024-01-11, 0
Extracción 250,56,2024-01-11, 0
Extracción 251,56,2024-01-12, 0
Extracción 252,56,2023-05-07, 0
