N_Extracción,Product ID,Fecha,Precio
Extracción 0,31,2023-05-07, 0
Extracción 1,31,2023-05-07, 0
N_Extracción,31,2023-05-08,
Extracción 0,31,2023-05-08, 0
N_Extracción,31,2023-05-09,
Extracción 0,31,2023-05-09, 0
N_Extracción,31,2023-05-10,
Extracción 0,31,2023-05-10, 0
N_Extracción,31,2023-05-11,
Extracción 0,31,2023-05-11, 0
N_Extracción,31,2023-05-12,
Extracción 0,31,2023-05-12, '3199.00'
Extracción 1,31,2023-05-13, '3199.00'
Extracción 2,31,2023-05-13, '3199.00'
Extracción 3,31,2023-05-14, '3199.00'
Extracción 4,31,2023-05-14, '3059.00'
Extracción 5,31,2023-05-15, '3059.00'
Extracción 6,31,2023-05-15, '3059.00'
Extracción 7,31,2023-05-16, '3059.00'
Extracción 8,31,2023-05-16, '3059.00'
Extracción 9,31,2023-05-17, '3059.00'
Extracción 10,31,2023-05-17, '3059.00'
Extracción 11,31,2023-05-18, '3059.00'
Extracción 12,31,2023-05-18, '3059.00'
Extracción 13,31,2023-05-19, '3059.00'
Extracción 14,31,2023-05-19, '3059.00'
Extracción 15,31,2023-05-20, '3059.00'
Extracción 16,31,2023-05-20, '3059.00'
Extracción 17,31,2023-05-21, '3199.00'
Extracción 18,31,2023-05-21, '3199.00'
Extracción 19,31,2023-05-22, '2719.15'
Extracción 20,31,2023-05-22, '2719.15'
Extracción 21,31,2023-05-23, '2719.15'
Extracción 22,31,2023-05-23, '3059.00'
Extracción 23,31,2023-05-24, '3059.00'
Extracción 24,31,2023-05-24, '3059.00'
Extracción 25,31,2023-05-25, '3059.00'
Extracción 26,31,2023-05-25, '3059.00'
Extracción 27,31,2023-05-26, '3059.00'
Extracción 28,31,2023-05-26, '3059.00'
Extracción 29,31,2023-05-27, '3059.00'
Extracción 30,31,2023-05-27, '3059.00'
Extracción 31,31,2023-05-28, '3059.00'
Extracción 32,31,2023-05-28, '3059.00'
Extracción 33,31,2023-05-29, '3059.00'
Extracción 34,31,2023-05-29, '3059.00'
Extracción 35,31,2023-05-30, '3059.00'
Extracción 36,31,2023-05-30, '3059.00'
Extracción 37,31,2023-05-31, '3059.00'
Extracción 38,31,2023-05-31, '3059.00'
Extracción 39,31,2023-06-01, '3059.00'
Extracción 40,31,2023-06-01, '3059.00'
Extracción 41,31,2023-06-02, '3144.00'
Extracción 42,31,2023-06-02, '3144.00'
Extracción 43,31,2023-06-03, '2598.35'
Extracción 44,31,2023-06-03, '2598.35'
Extracción 45,31,2023-06-04, '2598.35'
Extracción 46,31,2023-06-04, '2598.35'
Extracción 47,31,2023-06-05, '3059.00'
Extracción 48,31,2023-06-05, '3059.00'
Extracción 49,31,2023-06-06, '3059.00'
Extracción 50,31,2023-06-06, '3199.00'
Extracción 51,31,2023-06-07, '3199.00'
Extracción 52,31,2023-06-07, '3199.00'
Extracción 53,31,2023-06-08, '2659.00'
Extracción 54,31,2023-06-08, '2659.00'
Extracción 55,31,2023-06-09, '2659.00'
Extracción 56,31,2023-06-09, '2659.00'
