N_Extracción,Product ID,Fecha,Precio
Extracción 0,59,2023-05-07, '749.99'
Extracción 1,59,2023-05-07, '749.99'
Extracción 2,59,2023-05-08, '749.99'
Extracción 3,59,2023-05-08, '749'
Extracción 4,59,2023-05-09, '749.99'
Extracción 5,59,2023-05-09, '749.99'
Extracción 6,59,2023-05-10, '749'
Extracción 7,59,2023-05-10, '549'
Extracción 8,59,2023-05-11, '549.99'
Extracción 9,59,2023-05-11, '549'
Extracción 10,59,2023-05-12, '549'
Extracción 11,59,2023-05-12, '549.99'
Extracción 12,59,2023-05-13, '549'
Extracción 13,59,2023-05-13, '549'
Extracción 14,59,2023-05-14, '549'
Extracción 15,59,2023-05-14, '549'
Extracción 16,59,2023-05-15, '549'
Extracción 17,59,2023-05-15, '549'
Extracción 18,59,2023-05-16, '549'
Extracción 19,59,2023-05-16, '549'
Extracción 20,59,2023-05-17, '549.99'
Extracción 21,59,2023-05-17, '549'
Extracción 22,59,2023-05-18, '549'
Extracción 23,59,2023-05-18, '549'
Extracción 24,59,2023-05-19, '549'
Extracción 25,59,2023-05-19, '549'
Extracción 26,59,2023-05-20, '549'
Extracción 27,59,2023-05-20, '549'
Extracción 28,59,2023-05-21, '549.99'
Extracción 29,59,2023-05-21, '549'
Extracción 30,59,2023-05-22, '549'
Extracción 31,59,2023-05-22, '549'
Extracción 32,59,2023-05-23, '549'
Extracción 33,59,2023-05-23, '549'
Extracción 34,59,2023-05-24, '549.99'
Extracción 35,59,2023-05-24, '549'
Extracción 36,59,2023-05-25, '549'
Extracción 37,59,2023-05-25, '549'
Extracción 38,59,2023-05-26, '549'
Extracción 39,59,2023-05-26, '549'
Extracción 40,59,2023-05-27, '549.99'
Extracción 41,59,2023-05-27, '549'
Extracción 42,59,2023-05-28, '549'
Extracción 43,59,2023-05-28, '549'
Extracción 44,59,2023-05-29, '549'
Extracción 45,59,2023-05-29, '549'
Extracción 46,59,2023-05-30, '549'
Extracción 47,59,2023-05-30, '549'
Extracción 48,59,2023-05-31, '549'
Extracción 49,59,2023-05-31, '549'
Extracción 50,59,2023-06-01, '529.99'
Extracción 51,59,2023-06-01, '529.99'
Extracción 52,59,2023-06-02, '529.99'
Extracción 53,59,2023-06-02, '529.99'
Extracción 54,59,2023-06-03, '529.99'
Extracción 55,59,2023-06-03, '529.99'
Extracción 56,59,2023-06-04, '529'
Extracción 57,59,2023-06-04, '529.99'
Extracción 58,59,2023-06-05, '529.99'
Extracción 59,59,2023-06-05, '529'
Extracción 60,59,2023-06-06, '529.99'
Extracción 61,59,2023-06-06, '529.99'
Extracción 62,59,2023-06-07, '529.99'
Extracción 63,59,2023-06-07, '529.99'
Extracción 64,59,2023-06-08, '529.99'
Extracción 65,59,2023-06-08, '529.99'
Extracción 66,59,2023-06-09, '529.99'
Extracción 67,59,2023-06-09, '529.99'
Extracción 68,59,2023-06-10, '529.99'
Extracción 69,59,2023-06-10, '529.99'
Extracción 70,59,2023-06-11, '529.99'
Extracción 71,59,2023-06-11, '529.99'
Extracción 72,59,2023-06-12, '529.99'
Extracción 73,59,2023-06-12, '529.99'
Extracción 74,59,2023-06-13, '529.99'
Extracción 75,59,2023-06-13, '529.99'
Extracción 76,59,2023-06-14, '529.99'
Extracción 77,59,2023-06-14, '529.99'
Extracción 78,59,2023-06-15, '529.99'
Extracción 79,59,2023-06-15, '529.99'
Extracción 80,59,2023-06-16, '529.99'
Extracción 81,59,2023-06-16, '529.99'
Extracción 82,59,2023-06-17, '529.99'
Extracción 83,59,2023-06-17, '529.99'
Extracción 84,59,2023-06-18, '529.99'
Extracción 85,59,2023-06-18, '529.99'
Extracción 86,59,2023-06-19, '529.99'
Extracción 87,59,2023-06-19, '529.99'
Extracción 88,59,2023-06-20, '529.99'
Extracción 89,59,2023-06-20, '529.99'
Extracción 90,59,2023-06-21, '529.99'
Extracción 91,59,2023-06-21, '529.99'
Extracción 92,59,2023-06-22, '529.99'
Extracción 93,59,2023-06-22, '529.99'
Extracción 94,59,2023-06-23, '529.99'
Extracción 95,59,2023-06-23, '529.99'
Extracción 96,59,2023-06-24, '529.99'
Extracción 97,59,2023-06-24, '529.99'
Extracción 98,59,2023-06-25, '529.99'
Extracción 99,59,2023-06-25, '529.99'
Extracción 100,59,2023-06-26, '529.99'
Extracción 101,59,2023-06-26, '529.99'
Extracción 102,59,2023-06-27, '529.99'
Extracción 103,59,2023-06-27, '529.99'
Extracción 104,59,2023-06-28, '499.99'
Extracción 105,59,2023-06-28, '499.99'
Extracción 106,59,2023-06-29, '499.99'
Extracción 107,59,2023-06-29, '499.99'
Extracción 108,59,2023-06-30, '499.99'
Extracción 109,59,2023-06-30, '499.99'
Extracción 110,59,2023-07-01, '499.99'
Extracción 111,59,2023-07-01, '499.99'
Extracción 112,59,2023-07-02, '499.99'
Extracción 113,59,2023-07-02, '499.99'
Extracción 114,59,2023-07-03, '499.99'
Extracción 115,59,2023-07-03, '499.99'
Extracción 116,59,2023-07-04, '499.99'
Extracción 117,59,2023-07-04, '499.99'
Extracción 118,59,2023-07-05, '499.99'
Extracción 119,59,2023-07-05, '499.99'
Extracción 120,59,2023-07-06, '499.99'
Extracción 121,59,2023-07-06, '499.99'
Extracción 122,59,2023-07-07, '499.99'
Extracción 123,59,2023-07-07, '499.99'
Extracción 124,59,2023-07-08, '499.99'
Extracción 125,59,2023-07-08, '499.99'
Extracción 126,59,2023-07-09, '499.99'
Extracción 127,59,2023-07-09, '499.99'
Extracción 128,59,2023-07-10, '499.99'
Extracción 129,59,2023-07-10, '499.99'
Extracción 130,59,2023-07-11, '499.99'
Extracción 131,59,2023-07-11, '499.99'
Extracción 132,59,2023-07-12, '499.99'
Extracción 133,59,2023-07-12, '539'
Extracción 134,59,2023-07-13, '539'
Extracción 135,59,2023-07-13, '539'
Extracción 136,59,2023-07-14, '539'
Extracción 137,59,2023-07-14, '539'
Extracción 138,59,2023-07-15, '539'
Extracción 139,59,2023-07-15, '539'
Extracción 140,59,2023-07-16, '539.99'
Extracción 141,59,2023-07-16, '539'
Extracción 142,59,2023-07-17, '539'
Extracción 143,59,2023-07-17, '539'
Extracción 144,59,2023-07-18, '539'
Extracción 145,59,2023-07-18, '539.99'
Extracción 146,59,2023-07-19, '539.99'
Extracción 147,59,2023-07-19, '539'
Extracción 148,59,2023-07-20, '539'
Extracción 149,59,2023-07-20, '539'
Extracción 150,59,2023-07-21, '539'
Extracción 151,59,2023-07-21, '539.99'
Extracción 152,59,2023-07-22, '539'
Extracción 153,59,2023-07-22, '539'
Extracción 154,59,2023-07-23, '539.99'
Extracción 155,59,2023-07-23, '539'
Extracción 156,59,2023-07-24, '539'
Extracción 157,59,2023-07-24, '539'
Extracción 158,59,2023-07-25, '539'
Extracción 159,59,2023-07-25, '529.99'
Extracción 160,59,2023-07-26, '529.99'
Extracción 161,59,2023-07-26, '529.99'
Extracción 162,59,2023-07-27, '529.99'
Extracción 163,59,2023-07-27, '529.99'
Extracción 164,59,2023-07-28, '529.99'
Extracción 165,59,2023-07-28, '529.99'
Extracción 166,59,2023-07-29, '529.99'
Extracción 167,59,2023-07-29, '529.99'
Extracción 168,59,2023-07-30, '529.99'
Extracción 169,59,2023-07-30, '529.99'
Extracción 170,59,2023-07-31, '529'
Extracción 171,59,2023-07-31, '529.99'
Extracción 172,59,2023-08-01, '529.99'
Extracción 173,59,2023-08-01, '529.99'
Extracción 174,59,2023-08-02, '529.99'
Extracción 175,59,2023-08-02, '529.99'
Extracción 176,59,2023-08-03, '529.99'
Extracción 177,59,2023-08-03, '529.99'
Extracción 178,59,2023-08-04, '529.99'
Extracción 179,59,2023-08-04, '529.99'
Extracción 180,59,2023-08-05, '529.99'
Extracción 181,59,2023-08-05, '529'
Extracción 182,59,2023-08-06, '529.99'
Extracción 183,59,2023-08-06, '529.99'
Extracción 184,59,2023-08-07, '529.99'
Extracción 185,59,2023-08-07, '529.99'
Extracción 186,59,2023-08-08, '529.99'
Extracción 187,59,2023-08-08, '529.99'
Extracción 188,59,2023-08-09, '529.99'
Extracción 189,59,2023-08-09, '529.99'
Extracción 190,59,2023-08-10, '529.99'
Extracción 191,59,2023-08-10, '529.99'
Extracción 192,59,2023-08-11, '529.99'
Extracción 193,59,2023-08-11, '529.99'
Extracción 194,59,2023-08-12, '529.99'
Extracción 195,59,2023-08-12, '529.99'
Extracción 196,59,2023-08-13, '529.99'
Extracción 197,59,2023-08-13, '529.99'
Extracción 198,59,2023-08-14, '529.99'
Extracción 199,59,2023-08-14, '529.99'
Extracción 200,59,2023-08-15, '529.99'
Extracción 201,59,2023-08-15, 0
Extracción 202,59,2023-08-16, '529.99'
Extracción 203,59,2023-08-16, 0
Extracción 204,59,2023-08-17, 0
Extracción 205,59,2023-08-17, 0
Extracción 206,59,2023-08-18, 0
Extracción 207,59,2023-08-18, 0
Extracción 208,59,2023-08-19, 0
Extracción 209,59,2023-08-19, 0
Extracción 210,59,2023-08-20, 0
Extracción 211,59,2023-08-20, 0
Extracción 212,59,2023-08-21, 0
Extracción 213,59,2023-08-21, 0
Extracción 214,59,2023-08-22, 0
Extracción 215,59,2023-08-22, 0
Extracción 216,59,2023-08-23, 0
Extracción 217,59,2023-08-23, 0
