N_Extracción,Product ID,Fecha,Precio
Extracción 0,45,2023-05-07, '799.00'
Extracción 1,45,2023-05-07, '799.00'
Extracción 2,45,2023-05-08, '799.00'
Extracción 3,45,2023-05-10, '799.00'
Extracción 4,45,2023-05-10, '799.00'
Extracción 5,45,2023-05-11, '799.00'
Extracción 6,45,2023-05-13, '799.00'
Extracción 7,45,2023-05-13, '799.00'
Extracción 8,45,2023-05-14, '799.00'
Extracción 9,45,2023-05-16, '799.00'
Extracción 10,45,2023-05-16, '799.00'
Extracción 11,45,2023-05-17, '799.00'
Extracción 12,45,2023-05-19, '799.00'
Extracción 13,45,2023-05-19, '799.00'
Extracción 14,45,2023-05-20, '799.00'
Extracción 15,45,2023-05-22, '799.00'
Extracción 16,45,2023-05-22, '799.00'
Extracción 17,45,2023-05-23, '799.00'
Extracción 18,45,2023-05-25, '799.00'
Extracción 19,45,2023-05-25, '799.00'
Extracción 20,45,2023-05-26, '799.00'
Extracción 21,45,2023-05-28, '799.00'
Extracción 22,45,2023-05-28, '799.00'
Extracción 23,45,2023-05-29, '799.00'
Extracción 24,45,2023-05-31, '799.00'
Extracción 25,45,2023-05-31, '799.00'
Extracción 26,45,2023-06-01, '799.00'
Extracción 27,45,2023-06-03, '799.00'
Extracción 28,45,2023-06-03, 0
Extracción 29,45,2023-06-04, '799.00'
Extracción 30,45,2023-06-06, '799.00'
Extracción 31,45,2023-06-06, '799.00'
Extracción 32,45,2023-06-07, '799.00'
Extracción 33,45,2023-06-09, '799.00'
Extracción 34,45,2023-06-09, '799.00'
Extracción 35,45,2023-06-10, '799.00'
Extracción 36,45,2023-06-12, '799.00'
Extracción 37,45,2023-06-12, '799.00'
Extracción 38,45,2023-06-13, '799.00'
Extracción 39,45,2023-06-15, '799.00'
Extracción 40,45,2023-06-15, '799.00'
Extracción 41,45,2023-06-16, '799.00'
Extracción 42,45,2023-06-18, '799.00'
Extracción 43,45,2023-06-18, '799.00'
Extracción 44,45,2023-06-19, '799.00'
Extracción 45,45,2023-06-21, '799.00'
Extracción 46,45,2023-06-21, '799.00'
Extracción 47,45,2023-06-22, '799.00'
Extracción 48,45,2023-06-24, '799.00'
Extracción 49,45,2023-06-24, '799.00'
Extracción 50,45,2023-06-25, '799.00'
Extracción 51,45,2023-06-27, '899.00'
Extracción 52,45,2023-06-27, '899.00'
Extracción 53,45,2023-06-28, '899.00'
Extracción 54,45,2023-06-30, '899.00'
Extracción 55,45,2023-06-30, '899.00'
Extracción 56,45,2023-07-01, '899.00'
Extracción 57,45,2023-07-03, '899.00'
Extracción 58,45,2023-07-03, '899.00'
Extracción 59,45,2023-07-04, '899.00'
Extracción 60,45,2023-07-06, '899.00'
Extracción 61,45,2023-07-06, '899.00'
Extracción 62,45,2023-07-07, '899.00'
Extracción 63,45,2023-07-09, '899.00'
Extracción 64,45,2023-07-09, '899.00'
Extracción 65,45,2023-07-10, '899.00'
